game_date,visitor_team,visitor_goals,home_team,home_goals,attendance,game_lenght,game_decided,seasonality
2014-10-16,San Jose Sharks,3,New York Islanders,4,"11,248",NaN,SO,0
2014-10-16,Carolina Hurricanes,1,New York Rangers,2,"18,006",NaN,SO,0
2014-10-16,Colorado Avalanche,3,Ottawa Senators,5,"19,913",NaN,NaN,0
2014-10-16,Dallas Stars,3,Pittsburgh Penguins,2,"18,615",NaN,NaN,0
2014-10-16,New Jersey Devils,2,Washington Capitals,6,"18,506",NaN,NaN,0
2014-10-17,Minnesota Wild,1,Anaheim Ducks,2,"17,306",NaN,NaN,0
2014-10-17,Florida Panthers,1,Buffalo Sabres,0,"17,864",NaN,NaN,0
2014-10-17,Calgary Flames,2,Columbus Blue Jackets,3,"15,987",NaN,NaN,0
2014-10-17,Vancouver Canucks,2,Edmonton Oilers,0,"16,839",NaN,NaN,0
2014-10-17,Detroit Red Wings,4,Toronto Maple Leafs,1,"19,054",NaN,NaN,0
2014-10-17,Nashville Predators,2,Winnipeg Jets,0,"15,016",NaN,NaN,0
2014-10-18,St. Louis Blues,6,Arizona Coyotes,1,"11,100",NaN,NaN,0
2014-10-18,Boston Bruins,4,Buffalo Sabres,0,"18,685",NaN,NaN,0
2014-10-18,Nashville Predators,1,Chicago Blackhawks,2,"21,640",NaN,OT,0
2014-10-18,Philadelphia Flyers,6,Dallas Stars,5,"18,532",NaN,OT,0
2014-10-18,Toronto Maple Leafs,0,Detroit Red Wings,1,"20,027",NaN,OT,0
2014-10-18,Colorado Avalanche,2,Montreal Canadiens,3,"21,287",NaN,NaN,0
2014-10-18,San Jose Sharks,4,New Jersey Devils,2,"16,592",NaN,NaN,0
2014-10-18,Columbus Blue Jackets,2,Ottawa Senators,3,"18,994",NaN,NaN,0
2014-10-18,New York Islanders,1,Pittsburgh Penguins,3,"18,655",NaN,NaN,0
2014-10-18,Tampa Bay Lightning,4,Vancouver Canucks,2,"18,647",NaN,NaN,0
2014-10-18,Florida Panthers,1,Washington Capitals,2,"18,506",NaN,SO,0
2014-10-19,St. Louis Blues,0,Anaheim Ducks,3,"15,687",NaN,NaN,0
2014-10-19,Minnesota Wild,1,Los Angeles Kings,2,"18,230",NaN,NaN,0
2014-10-19,San Jose Sharks,0,New York Rangers,4,"18,006",NaN,NaN,0
2014-10-19,Calgary Flames,4,Winnipeg Jets,1,"15,016",NaN,NaN,0
2014-10-20,Tampa Bay Lightning,2,Edmonton Oilers,3,"16,839",NaN,NaN,0
2014-10-21,San Jose Sharks,3,Boston Bruins,5,"17,565",NaN,NaN,0
2014-10-21,Tampa Bay Lightning,2,Calgary Flames,1,"19,289",NaN,OT,0
2014-10-21,Philadelphia Flyers,0,Chicago Blackhawks,4,"21,162",NaN,NaN,0
2014-10-21,Florida Panthers,4,Colorado Avalanche,3,"14,440",NaN,OT,0
2014-10-21,Vancouver Canucks,3,Dallas Stars,6,"15,678",NaN,NaN,0
2014-10-21,Detroit Red Wings,1,Montreal Canadiens,2,"21,287",NaN,OT,0
2014-10-21,New York Rangers,4,New Jersey Devils,3,"14,484",NaN,OT,0
2014-10-21,Arizona Coyotes,3,Nashville Predators,4,"15,694",NaN,SO,0
2014-10-21,Toronto Maple Leafs,5,New York Islanders,2,"11,408",NaN,NaN,0
2014-10-21,Carolina Hurricanes,1,Winnipeg Jets,3,"15,016",NaN,NaN,0
2014-10-22,Buffalo Sabres,1,Anaheim Ducks,4,"16,067",NaN,NaN,0
2014-10-22,Washington Capitals,2,Edmonton Oilers,3,"16,839",NaN,NaN,0
2014-10-22,Philadelphia Flyers,5,Pittsburgh Penguins,3,"18,661",NaN,NaN,0
2014-10-23,New York Islanders,3,Boston Bruins,2,"17,565",NaN,NaN,0
2014-10-23,Carolina Hurricanes,0,Calgary Flames,5,"19,289",NaN,NaN,0
2014-10-23,Pittsburgh Penguins,3,Detroit Red Wings,4,"20,027",NaN,OT,0
2014-10-23,Buffalo Sabres,0,Los Angeles Kings,2,"18,230",NaN,NaN,0
2014-10-23,Arizona Coyotes,0,Minnesota Wild,2,"18,554",NaN,NaN,0
2014-10-23,Chicago Blackhawks,2,Nashville Predators,3,"17,157",NaN,NaN,0
2014-10-23,Columbus Blue Jackets,5,San Jose Sharks,4,"17,562",NaN,NaN,0
2014-10-23,Vancouver Canucks,4,St. Louis Blues,1,"16,099",NaN,NaN,0
2014-10-24,Columbus Blue Jackets,1,Anaheim Ducks,4,"15,778",NaN,NaN,0
2014-10-24,Vancouver Canucks,3,Colorado Avalanche,7,"17,119",NaN,NaN,0
2014-10-24,Carolina Hurricanes,3,Edmonton Oilers,6,"16,839",NaN,NaN,0
2014-10-24,Dallas Stars,3,New Jersey Devils,2,"14,657",NaN,SO,0
2014-10-24,Tampa Bay Lightning,4,Winnipeg Jets,2,"15,016",NaN,NaN,0
2014-10-25,Florida Panthers,1,Arizona Coyotes,2,"13,202",NaN,OT,0
2014-10-25,Washington Capitals,3,Calgary Flames,1,"19,095",NaN,NaN,0
2014-10-25,Tampa Bay Lightning,2,Minnesota Wild,7,"18,884",NaN,NaN,0
2014-10-25,New York Rangers,1,Montreal Canadiens,3,"21,287",NaN,NaN,0
2014-10-25,Pittsburgh Penguins,3,Nashville Predators,0,"17,218",NaN,NaN,0
2014-10-25,Dallas Stars,5,New York Islanders,7,"15,208",NaN,NaN,0
2014-10-25,New Jersey Devils,3,Ottawa Senators,2,"19,266",NaN,OT,0
2014-10-25,Detroit Red Wings,2,Philadelphia Flyers,4,"19,867",NaN,NaN,0
2014-10-25,Buffalo Sabres,2,San Jose Sharks,1,"17,370",NaN,NaN,0
2014-10-25,Chicago Blackhawks,2,St. Louis Blues,3,"19,434",NaN,NaN,0
2014-10-25,Boston Bruins,4,Toronto Maple Leafs,1,"19,132",NaN,NaN,0
2014-10-26,San Jose Sharks,4,Anaheim Ducks,1,"16,954",NaN,NaN,0
2014-10-26,Ottawa Senators,1,Chicago Blackhawks,2,"21,310",NaN,NaN,0
2014-10-26,Columbus Blue Jackets,2,Los Angeles Kings,5,"18,230",NaN,NaN,0
2014-10-26,Washington Capitals,2,Vancouver Canucks,4,"18,427",NaN,NaN,0
2014-10-26,Colorado Avalanche,1,Winnipeg Jets,2,"15,016",NaN,OT,0
2014-10-27,Montreal Canadiens,0,Edmonton Oilers,3,"16,839",NaN,NaN,0
2014-10-27,Minnesota Wild,4,New York Rangers,5,"18,006",NaN,NaN,0
2014-10-28,Minnesota Wild,4,Boston Bruins,3,"17,565",NaN,NaN,0
2014-10-28,Ottawa Senators,5,Columbus Blue Jackets,2,"14,749",NaN,NaN,0
2014-10-28,Montreal Canadiens,2,Calgary Flames,1,"19,289",NaN,SO,0
2014-10-28,Anaheim Ducks,1,Chicago Blackhawks,0,"21,233",NaN,NaN,0
2014-10-28,San Jose Sharks,3,Colorado Avalanche,2,"14,552",NaN,SO,0
2014-10-28,St. Louis Blues,4,Dallas Stars,3,"16,232",NaN,OT,0
2014-10-28,Winnipeg Jets,4,New York Islanders,3,"11,508",NaN,NaN,0
2014-10-28,Los Angeles Kings,2,Philadelphia Flyers,3,"19,873",NaN,OT,0
2014-10-28,New Jersey Devils,3,Pittsburgh Penguins,8,"18,650",NaN,NaN,0
2014-10-28,Arizona Coyotes,3,Tampa Bay Lightning,7,"17,511",NaN,NaN,0
2014-10-28,Buffalo Sabres,0,Toronto Maple Leafs,4,"18,898",NaN,NaN,0
2014-10-28,Carolina Hurricanes,1,Vancouver Canucks,4,"18,234",NaN,NaN,0
2014-10-29,Nashville Predators,4,Edmonton Oilers,1,"16,839",NaN,NaN,0
2014-10-29,Detroit Red Wings,4,Washington Capitals,2,"18,506",NaN,NaN,0
2014-10-30,Boston Bruins,3,Buffalo Sabres,2,"17,477",NaN,OT,0
2014-10-30,New York Islanders,0,Colorado Avalanche,5,"12,892",NaN,NaN,0
2014-10-30,Arizona Coyotes,1,Florida Panthers,2,"7,691",NaN,NaN,0
2014-10-30,San Jose Sharks,3,Minnesota Wild,4,"18,633",NaN,SO,0
2014-10-30,Winnipeg Jets,1,New Jersey Devils,2,"12,897",NaN,SO,0
2014-10-30,Chicago Blackhawks,5,Ottawa Senators,4,"17,529",NaN,SO,0
2014-10-30,Los Angeles Kings,0,Pittsburgh Penguins,3,"18,570",NaN,NaN,0
2014-10-30,Anaheim Ducks,0,St. Louis Blues,2,"16,723",NaN,NaN,0
2014-10-30,Philadelphia Flyers,3,Tampa Bay Lightning,4,"18,642",NaN,NaN,0
2014-10-30,Montreal Canadiens,2,Vancouver Canucks,3,"18,870",NaN,OT,0
2014-10-31,Toronto Maple Leafs,4,Columbus Blue Jackets,1,"14,479",NaN,NaN,0
2014-10-31,Nashville Predators,3,Calgary Flames,4,"18,505",NaN,NaN,0
2014-10-31,Anaheim Ducks,2,Dallas Stars,1,"15,343",NaN,OT,0
2014-10-31,Los Angeles Kings,2,Detroit Red Wings,5,"20,027",NaN,NaN,0
2014-11-01,Ottawa Senators,2,Boston Bruins,4,"17,565",NaN,NaN,0
2014-11-01,Arizona Coyotes,0,Carolina Hurricanes,3,"10,870",NaN,NaN,0
2014-11-01,Vancouver Canucks,3,Edmonton Oilers,2,"16,839",NaN,NaN,0
2014-11-01,Philadelphia Flyers,1,Florida Panthers,2,"9,774",NaN,NaN,0
2014-11-01,Dallas Stars,1,Minnesota Wild,4,"19,088",NaN,NaN,0
2014-11-01,Columbus Blue Jackets,2,New Jersey Devils,3,"13,542",NaN,NaN,0
2014-11-01,Winnipeg Jets,1,New York Rangers,0,"18,006",NaN,SO,0
2014-11-01,Buffalo Sabres,0,Pittsburgh Penguins,5,"18,652",NaN,NaN,0
2014-11-01,New York Islanders,1,San Jose Sharks,3,"17,562",NaN,NaN,0
2014-11-01,Colorado Avalanche,2,St. Louis Blues,3,"17,498",NaN,SO,0
2014-11-01,Washington Capitals,3,Tampa Bay Lightning,4,"19,119",NaN,NaN,0
2014-11-01,Chicago Blackhawks,2,Toronto Maple Leafs,3,"19,138",NaN,NaN,0
2014-11-02,Detroit Red Wings,2,Buffalo Sabres,3,"17,815",NaN,SO,0
2014-11-02,Los Angeles Kings,2,Carolina Hurricanes,3,"10,519",NaN,NaN,0
2014-11-02,Winnipeg Jets,1,Chicago Blackhawks,0,"21,204",NaN,NaN,0
2014-11-02,Anaheim Ducks,3,Colorado Avalanche,2,"15,310",NaN,NaN,0
2014-11-02,Calgary Flames,6,Montreal Canadiens,2,"21,287",NaN,NaN,0
2014-11-02,Nashville Predators,3,Vancouver Canucks,1,"18,395",NaN,NaN,0
2014-11-02,Arizona Coyotes,6,Washington Capitals,5,"18,506",NaN,NaN,0
2014-11-03,St. Louis Blues,4,New York Rangers,3,"18,006",NaN,SO,0
2014-11-04,Toronto Maple Leafs,2,Arizona Coyotes,3,"14,202",NaN,NaN,0
2014-11-04,Florida Panthers,1,Boston Bruins,2,"17,565",NaN,OT,0
2014-11-04,Carolina Hurricanes,4,Columbus Blue Jackets,2,"15,638",NaN,NaN,0
2014-11-04,Vancouver Canucks,5,Colorado Avalanche,2,"13,221",NaN,NaN,0
2014-11-04,Los Angeles Kings,3,Dallas Stars,1,"16,567",NaN,NaN,0
2014-11-04,Pittsburgh Penguins,4,Minnesota Wild,1,"18,788",NaN,NaN,0
2014-11-04,Chicago Blackhawks,5,Montreal Canadiens,0,"21,287",NaN,NaN,0
2014-11-04,St. Louis Blues,1,New Jersey Devils,0,"15,102",NaN,NaN,0
2014-11-04,Detroit Red Wings,1,Ottawa Senators,3,"16,436",NaN,NaN,0
2014-11-04,Edmonton Oilers,1,Philadelphia Flyers,4,"19,566",NaN,NaN,0
2014-11-04,Nashville Predators,1,Winnipeg Jets,3,"15,016",NaN,NaN,0
2014-11-04,Calgary Flames,4,Washington Capitals,3,"18,506",NaN,OT,0
2014-11-05,New York Islanders,3,Anaheim Ducks,2,"16,448",NaN,OT,0
2014-11-05,Montreal Canadiens,2,Buffalo Sabres,1,"17,837",NaN,SO,0
2014-11-05,Detroit Red Wings,3,New York Rangers,4,"18,006",NaN,OT,0
2014-11-06,Edmonton Oilers,2,Boston Bruins,5,"17,565",NaN,NaN,0
2014-11-06,Toronto Maple Leafs,3,Colorado Avalanche,4,"15,036",NaN,SO,0
2014-11-06,Nashville Predators,3,Dallas Stars,2,"17,054",NaN,NaN,0
2014-11-06,New York Islanders,2,Los Angeles Kings,1,"18,230",NaN,SO,0
2014-11-06,Minnesota Wild,0,Ottawa Senators,3,"16,867",NaN,NaN,0
2014-11-06,Florida Panthers,1,Philadelphia Flyers,4,"19,777",NaN,NaN,0
2014-11-06,Vancouver Canucks,3,San Jose Sharks,2,"17,562",NaN,NaN,0
2014-11-06,New Jersey Devils,3,St. Louis Blues,4,"16,523",NaN,NaN,0
2014-11-06,Calgary Flames,2,Tampa Bay Lightning,5,"18,276",NaN,NaN,0
2014-11-06,Pittsburgh Penguins,4,Winnipeg Jets,3,"15,016",NaN,SO,0
2014-11-07,Arizona Coyotes,3,Anaheim Ducks,2,"16,235",NaN,SO,0
2014-11-07,Edmonton Oilers,3,Buffalo Sabres,2,"17,490",NaN,NaN,0
2014-11-07,Columbus Blue Jackets,2,Carolina Hurricanes,3,"11,540",NaN,OT,0
2014-11-07,Washington Capitals,3,Chicago Blackhawks,2,"21,892",NaN,NaN,0
2014-11-07,New Jersey Devils,2,Detroit Red Wings,4,"20,027",NaN,NaN,0
2014-11-08,New York Islanders,1,Arizona Coyotes,0,"14,689",NaN,NaN,0
2014-11-08,Pittsburgh Penguins,6,Buffalo Sabres,1,"19,070",NaN,NaN,0
2014-11-08,Tampa Bay Lightning,7,Columbus Blue Jackets,4,"14,892",NaN,NaN,0
2014-11-08,San Jose Sharks,5,Dallas Stars,3,"17,023",NaN,NaN,0
2014-11-08,Calgary Flames,6,Florida Panthers,4,"9,230",NaN,NaN,0
2014-11-08,Vancouver Canucks,1,Los Angeles Kings,5,"18,230",NaN,NaN,0
2014-11-08,Minnesota Wild,1,Montreal Canadiens,4,"21,287",NaN,NaN,0
2014-11-08,Winnipeg Jets,2,Ottawa Senators,1,"19,189",NaN,SO,0
2014-11-08,Colorado Avalanche,3,Philadelphia Flyers,4,"19,792",NaN,NaN,0
2014-11-08,Nashville Predators,2,St. Louis Blues,1,"18,869",NaN,NaN,0
2014-11-08,New York Rangers,4,Toronto Maple Leafs,5,"19,320",NaN,NaN,0
2014-11-08,Carolina Hurricanes,3,Washington Capitals,4,"18,506",NaN,OT,0
2014-11-09,Vancouver Canucks,2,Anaheim Ducks,1,"16,749",NaN,SO,0
2014-11-09,San Jose Sharks,2,Chicago Blackhawks,5,"21,489",NaN,NaN,0
2014-11-09,Tampa Bay Lightning,4,Detroit Red Wings,3,"20,027",NaN,SO,0
2014-11-09,Edmonton Oilers,3,New York Rangers,1,"18,006",NaN,NaN,0
2014-11-09,Toronto Maple Leafs,5,Ottawa Senators,3,"19,229",NaN,NaN,0
2014-11-10,New Jersey Devils,2,Boston Bruins,4,"17,565",NaN,NaN,0
2014-11-10,Calgary Flames,1,Carolina Hurricanes,4,"9,906",NaN,NaN,0
2014-11-11,Dallas Stars,4,Arizona Coyotes,3,"11,866",NaN,NaN,0
2014-11-11,Tampa Bay Lightning,2,Chicago Blackhawks,3,"21,345",NaN,SO,0
2014-11-11,San Jose Sharks,1,Florida Panthers,4,"8,075",NaN,NaN,0
2014-11-11,Winnipeg Jets,0,Montreal Canadiens,3,"21,287",NaN,NaN,0
2014-11-11,Minnesota Wild,1,New Jersey Devils,3,"14,256",NaN,NaN,0
2014-11-11,Edmonton Oilers,2,Nashville Predators,3,"17,129",NaN,NaN,0
2014-11-11,Colorado Avalanche,0,New York Islanders,6,"12,888",NaN,NaN,0
2014-11-11,Pittsburgh Penguins,0,New York Rangers,5,"18,006",NaN,NaN,0
2014-11-11,Buffalo Sabres,1,St. Louis Blues,6,"17,570",NaN,NaN,0
2014-11-11,Ottawa Senators,3,Vancouver Canucks,4,"18,775",NaN,OT,0
2014-11-11,Columbus Blue Jackets,2,Washington Capitals,4,"18,506",NaN,NaN,0
2014-11-12,Los Angeles Kings,5,Anaheim Ducks,6,"17,245",NaN,SO,0
2014-11-12,Boston Bruins,1,Toronto Maple Leafs,6,"19,264",NaN,NaN,0
2014-11-13,Winnipeg Jets,3,Carolina Hurricanes,1,"10,005",NaN,NaN,0
2014-11-13,Arizona Coyotes,3,Calgary Flames,5,"18,698",NaN,NaN,0
2014-11-13,Ottawa Senators,4,Edmonton Oilers,3,"16,839",NaN,OT,0
2014-11-13,Dallas Stars,2,Los Angeles Kings,0,"18,230",NaN,NaN,0
2014-11-13,Buffalo Sabres,3,Minnesota Wild,6,"18,925",NaN,NaN,0
2014-11-13,Boston Bruins,1,Montreal Canadiens,5,"21,287",NaN,NaN,0
2014-11-13,Colorado Avalanche,4,New York Rangers,3,"18,006",NaN,SO,0
2014-11-13,Nashville Predators,3,St. Louis Blues,4,"15,702",NaN,NaN,0
2014-11-13,San Jose Sharks,2,Tampa Bay Lightning,1,"19,004",NaN,NaN,0
2014-11-14,Chicago Blackhawks,1,Detroit Red Wings,4,"20,027",NaN,NaN,0
2014-11-14,New York Islanders,4,Florida Panthers,3,"10,010",NaN,SO,0
2014-11-14,Columbus Blue Jackets,4,Philadelphia Flyers,3,"19,789",NaN,NaN,0
2014-11-14,Pittsburgh Penguins,2,Toronto Maple Leafs,1,"19,295",NaN,NaN,0
2014-11-14,Arizona Coyotes,5,Vancouver Canucks,0,"18,708",NaN,NaN,0
2014-11-14,New Jersey Devils,1,Washington Capitals,0,"18,506",NaN,NaN,0
2014-11-15,Carolina Hurricanes,1,Boston Bruins,2,"17,565",NaN,NaN,0
2014-11-15,Toronto Maple Leafs,2,Buffalo Sabres,6,"19,070",NaN,NaN,0
2014-11-15,San Jose Sharks,1,Columbus Blue Jackets,2,"15,950",NaN,NaN,0
2014-11-15,Ottawa Senators,2,Calgary Flames,4,"19,289",NaN,NaN,0
2014-11-15,Minnesota Wild,2,Dallas Stars,1,"17,543",NaN,NaN,0
2014-11-15,Anaheim Ducks,2,Los Angeles Kings,3,"18,230",NaN,OT,0
2014-11-15,Philadelphia Flyers,3,Montreal Canadiens,6,"21,287",NaN,NaN,0
2014-11-15,Colorado Avalanche,3,New Jersey Devils,2,"15,626",NaN,NaN,0
2014-11-15,Winnipeg Jets,1,Nashville Predators,2,"17,113",NaN,NaN,0
2014-11-15,New York Rangers,2,Pittsburgh Penguins,3,"18,652",NaN,SO,0
2014-11-15,Washington Capitals,1,St. Louis Blues,4,"19,339",NaN,NaN,0
2014-11-15,New York Islanders,2,Tampa Bay Lightning,5,"19,204",NaN,NaN,0
2014-11-16,Florida Panthers,6,Anaheim Ducks,2,"16,128",NaN,NaN,0
2014-11-16,San Jose Sharks,2,Carolina Hurricanes,0,"12,784",NaN,NaN,0
2014-11-16,Dallas Stars,2,Chicago Blackhawks,6,"21,671",NaN,NaN,0
2014-11-16,Montreal Canadiens,4,Detroit Red Wings,1,"20,027",NaN,NaN,0
2014-11-16,Arizona Coyotes,2,Edmonton Oilers,1,"16,839",NaN,NaN,0
2014-11-16,Winnipeg Jets,3,Minnesota Wild,4,"18,808",NaN,OT,0
2014-11-17,Tampa Bay Lightning,5,New York Rangers,1,"18,006",NaN,NaN,0
2014-11-18,Washington Capitals,2,Arizona Coyotes,1,"11,769",NaN,OT,0
2014-11-18,St. Louis Blues,0,Boston Bruins,2,"17,565",NaN,NaN,0
2014-11-18,San Jose Sharks,1,Buffalo Sabres,4,"17,435",NaN,NaN,0
2014-11-18,Detroit Red Wings,5,Columbus Blue Jackets,0,"15,438",NaN,NaN,0
2014-11-18,Anaheim Ducks,3,Calgary Flames,4,"18,421",NaN,SO,0
2014-11-18,Carolina Hurricanes,6,Dallas Stars,4,"15,678",NaN,NaN,0
2014-11-18,Florida Panthers,2,Los Angeles Kings,5,"18,230",NaN,NaN,0
2014-11-18,Pittsburgh Penguins,4,Montreal Canadiens,0,"21,287",NaN,NaN,0
2014-11-18,Tampa Bay Lightning,2,New York Islanders,5,"12,908",NaN,NaN,0
2014-11-18,Nashville Predators,9,Toronto Maple Leafs,2,"19,012",NaN,NaN,0
2014-11-18,New Jersey Devils,1,Winnipeg Jets,3,"15,016",NaN,NaN,0
2014-11-19,Vancouver Canucks,5,Edmonton Oilers,4,"16,839",NaN,NaN,0
2014-11-19,Philadelphia Flyers,0,New York Rangers,2,"18,006",NaN,NaN,0
2014-11-20,Chicago Blackhawks,4,Calgary Flames,3,"19,289",NaN,NaN,0
2014-11-20,Washington Capitals,3,Colorado Avalanche,2,"16,476",NaN,NaN,0
2014-11-20,Arizona Coyotes,1,Dallas Stars,3,"16,078",NaN,NaN,0
2014-11-20,Carolina Hurricanes,2,Los Angeles Kings,3,"18,230",NaN,NaN,0
2014-11-20,St. Louis Blues,1,Montreal Canadiens,4,"21,287",NaN,NaN,0
2014-11-20,Nashville Predators,2,Ottawa Senators,3,"16,796",NaN,NaN,0
2014-11-20,Minnesota Wild,3,Philadelphia Flyers,2,"19,919",NaN,NaN,0
2014-11-20,Florida Panthers,3,San Jose Sharks,2,"17,331",NaN,SO,0
2014-11-20,Tampa Bay Lightning,2,Toronto Maple Leafs,5,"19,089",NaN,NaN,0
2014-11-20,Anaheim Ducks,4,Vancouver Canucks,3,"18,870",NaN,SO,0
2014-11-20,Detroit Red Wings,4,Winnipeg Jets,3,"15,016",NaN,NaN,0
2014-11-21,Boston Bruins,4,Columbus Blue Jackets,3,"15,030",NaN,SO,0
2014-11-21,New Jersey Devils,2,Edmonton Oilers,0,"16,839",NaN,NaN,0
2014-11-21,New York Islanders,5,Pittsburgh Penguins,4,"18,653",NaN,SO,0
2014-11-22,Montreal Canadiens,2,Boston Bruins,0,"17,565",NaN,NaN,0
2014-11-22,New Jersey Devils,4,Calgary Flames,5,"18,874",NaN,SO,0
2014-11-22,Carolina Hurricanes,3,Colorado Avalanche,4,"17,208",NaN,NaN,0
2014-11-22,Los Angeles Kings,4,Dallas Stars,5,"18,111",NaN,NaN,0
2014-11-22,Chicago Blackhawks,7,Edmonton Oilers,1,"16,839",NaN,NaN,0
2014-11-22,Florida Panthers,2,Nashville Predators,3,"17,163",NaN,SO,0
2014-11-22,Pittsburgh Penguins,1,New York Islanders,4,"16,170",NaN,NaN,0
2014-11-22,St. Louis Blues,3,Ottawa Senators,2,"18,479",NaN,NaN,0
2014-11-22,Columbus Blue Jackets,2,Philadelphia Flyers,4,"19,846",NaN,NaN,0
2014-11-22,Arizona Coyotes,4,San Jose Sharks,3,"17,297",NaN,SO,0
2014-11-22,Minnesota Wild,1,Tampa Bay Lightning,2,"19,204",NaN,NaN,0
2014-11-22,Detroit Red Wings,1,Toronto Maple Leafs,4,"19,311",NaN,NaN,0
2014-11-22,Buffalo Sabres,2,Washington Capitals,1,"18,506",NaN,NaN,0
2014-11-23,Arizona Coyotes,1,Anaheim Ducks,2,"15,928",NaN,NaN,0
2014-11-23,Montreal Canadiens,0,New York Rangers,5,"18,006",NaN,NaN,0
