game_date,visitor_team,visitor_goals,home_team,home_goals,attendance,game_lenght,game_decided,seasonality
2023-10-14,Minnesota Wild,4,Toronto Maple Leafs,7,"18,903",2:36,NaN,0
2023-10-14,Anaheim Ducks,1,Vegas Golden Knights,4,"18,033",2:35,NaN,0
2023-10-14,Florida Panthers,4,Winnipeg Jets,6,"13,410",2:32,NaN,0
2023-10-15,Carolina Hurricanes,3,Anaheim Ducks,6,"17,278",2:32,NaN,0
2023-10-15,Tampa Bay Lightning,2,Ottawa Senators,5,"15,584",2:27,NaN,0
2023-10-16,Detroit Red Wings,4,Columbus Blue Jackets,0,"14,959",2:25,NaN,0
2023-10-16,Florida Panthers,4,New Jersey Devils,3,"15,023",2:30,NaN,0
2023-10-16,Arizona Coyotes,1,New York Rangers,2,"18,006",2:29,NaN,0
2023-10-16,Chicago Blackhawks,4,Toronto Maple Leafs,1,"19,101",2:37,NaN,0
2023-10-16,Calgary Flames,2,Washington Capitals,3,"16,489",2:43,SO,0
2023-10-17,Tampa Bay Lightning,2,Buffalo Sabres,3,"12,598",2:27,OT,0
2023-10-17,Minnesota Wild,5,Montreal Canadiens,2,"21,105",2:36,NaN,0
2023-10-17,Edmonton Oilers,6,Nashville Predators,1,"17,216",2:27,NaN,0
2023-10-17,Arizona Coyotes,0,New York Islanders,1,"14,456",2:22,NaN,0
2023-10-17,Vancouver Canucks,0,Philadelphia Flyers,2,"18,883",2:28,NaN,0
2023-10-17,Colorado Avalanche,4,Seattle Kraken,1,"17,151",2:35,NaN,0
2023-10-17,Carolina Hurricanes,6,San Jose Sharks,3,"10,378",2:33,NaN,0
2023-10-17,Dallas Stars,2,Vegas Golden Knights,3,"17,612",2:47,SO,0
2023-10-17,Los Angeles Kings,5,Winnipeg Jets,1,"11,226",2:24,NaN,0
2023-10-18,Pittsburgh Penguins,3,Detroit Red Wings,6,"18,895",2:31,NaN,0
2023-10-18,Washington Capitals,1,Ottawa Senators,6,"15,021",2:31,NaN,0
2023-10-19,Dallas Stars,3,Anaheim Ducks,2,"14,274",2:23,NaN,0
2023-10-19,Calgary Flames,4,Buffalo Sabres,3,"13,025",2:34,NaN,0
2023-10-19,Chicago Blackhawks,0,Colorado Avalanche,4,"18,140",2:24,NaN,0
2023-10-19,Toronto Maple Leafs,1,Florida Panthers,3,"19,288",2:30,NaN,0
2023-10-19,Los Angeles Kings,7,Minnesota Wild,3,"18,689",2:35,NaN,0
2023-10-19,Nashville Predators,4,New York Rangers,1,"18,006",2:24,NaN,0
2023-10-19,Edmonton Oilers,1,Philadelphia Flyers,4,"17,590",2:29,NaN,0
2023-10-19,Carolina Hurricanes,4,Seattle Kraken,7,"17,151",2:36,NaN,0
2023-10-19,Boston Bruins,3,San Jose Sharks,1,"12,501",2:30,NaN,0
2023-10-19,Arizona Coyotes,6,St. Louis Blues,2,"18,096",2:35,NaN,0
2023-10-19,Vancouver Canucks,3,Tampa Bay Lightning,4,"19,092",2:32,NaN,0
2023-10-19,Vegas Golden Knights,5,Winnipeg Jets,3,"11,521",2:18,NaN,0
2023-10-20,Calgary Flames,1,Columbus Blue Jackets,3,"16,276",2:25,NaN,0
2023-10-20,New Jersey Devils,5,New York Islanders,4,"17,255",2:33,OT,0
2023-10-21,Anaheim Ducks,1,Arizona Coyotes,2,"4,600",2:30,NaN,0
2023-10-21,New York Islanders,1,Buffalo Sabres,3,"16,179",2:27,NaN,0
2023-10-21,Vegas Golden Knights,5,Chicago Blackhawks,3,"19,867",2:27,NaN,0
2023-10-21,Carolina Hurricanes,4,Colorado Avalanche,6,"18,131",2:32,NaN,0
2023-10-21,Philadelphia Flyers,4,Dallas Stars,5,"18,532",2:34,OT,0
2023-10-21,Winnipeg Jets,3,Edmonton Oilers,2,"18,347",2:40,OT,0
2023-10-21,Vancouver Canucks,5,Florida Panthers,3,"16,991",2:24,NaN,0
2023-10-21,Boston Bruins,4,Los Angeles Kings,2,"18,145",2:44,NaN,0
2023-10-21,Columbus Blue Jackets,5,Minnesota Wild,4,"18,479",2:39,OT,0
2023-10-21,Washington Capitals,2,Montreal Canadiens,3,"21,105",2:31,OT,0
2023-10-21,San Jose Sharks,1,Nashville Predators,5,"17,222",2:28,NaN,0
2023-10-21,Detroit Red Wings,5,Ottawa Senators,2,"18,834",2:31,NaN,0
2023-10-21,New York Rangers,4,Seattle Kraken,1,"17,151",2:38,NaN,0
2023-10-21,Pittsburgh Penguins,2,St. Louis Blues,4,"18,096",2:21,NaN,0
2023-10-21,Toronto Maple Leafs,4,Tampa Bay Lightning,3,"19,092",2:35,OT,0
2023-10-22,Boston Bruins,3,Anaheim Ducks,1,"14,264",2:26,NaN,0
2023-10-22,Calgary Flames,2,Detroit Red Wings,6,"17,626",2:26,NaN,0
2023-10-23,Montreal Canadiens,3,Buffalo Sabres,1,"13,507",2:22,NaN,0
2023-10-24,Anaheim Ducks,3,Columbus Blue Jackets,2,"16,432",2:28,OT,0
2023-10-24,New York Rangers,3,Calgary Flames,1,"16,800",2:25,NaN,0
2023-10-24,Boston Bruins,3,Chicago Blackhawks,0,"19,370",2:36,NaN,0
2023-10-24,Seattle Kraken,5,Detroit Red Wings,4,"16,894",2:40,OT,0
2023-10-24,San Jose Sharks,1,Florida Panthers,3,"16,142",2:24,NaN,0
2023-10-24,Arizona Coyotes,3,Los Angeles Kings,6,"17,668",2:42,NaN,0
2023-10-24,Edmonton Oilers,4,Minnesota Wild,7,"17,064",2:30,NaN,0
2023-10-24,New Jersey Devils,5,Montreal Canadiens,2,"21,105",2:32,NaN,0
2023-10-24,Vancouver Canucks,3,Nashville Predators,2,"17,159",2:17,NaN,0
2023-10-24,Colorado Avalanche,7,New York Islanders,4,"14,856",2:31,NaN,0
2023-10-24,Buffalo Sabres,6,Ottawa Senators,4,"14,278",2:38,NaN,0
2023-10-24,Dallas Stars,4,Pittsburgh Penguins,1,"17,209",2:29,NaN,0
2023-10-24,Carolina Hurricanes,0,Tampa Bay Lightning,3,"19,092",2:27,NaN,0
2023-10-24,Philadelphia Flyers,2,Vegas Golden Knights,3,"17,717",2:31,NaN,0
2023-10-24,St. Louis Blues,2,Winnipeg Jets,4,"11,136",2:21,NaN,0
2023-10-24,Toronto Maple Leafs,4,Washington Capitals,1,"16,641",2:20,NaN,0
2023-10-25,Washington Capitals,6,New Jersey Devils,4,"16,117",2:23,NaN,0
2023-10-26,Anaheim Ducks,4,Boston Bruins,3,"17,850",2:44,OT,0
2023-10-26,Seattle Kraken,2,Carolina Hurricanes,3,"18,780",2:38,OT,0
2023-10-26,St. Louis Blues,3,Calgary Flames,0,"16,897",2:26,NaN,0
2023-10-26,Toronto Maple Leafs,4,Dallas Stars,1,"18,532",2:21,NaN,0
2023-10-26,Winnipeg Jets,4,Detroit Red Wings,1,"17,857",2:25,NaN,0
2023-10-26,New York Rangers,3,Edmonton Oilers,0,"17,939",2:26,NaN,0
2023-10-26,Columbus Blue Jackets,3,Montreal Canadiens,4,"21,105",2:35,OT,0
2023-10-26,Ottawa Senators,2,New York Islanders,3,"14,911",2:37,NaN,0
2023-10-26,Minnesota Wild,2,Philadelphia Flyers,6,"17,144",2:30,NaN,0
2023-10-26,Colorado Avalanche,0,Pittsburgh Penguins,4,"17,154",2:26,NaN,0
2023-10-26,San Jose Sharks,0,Tampa Bay Lightning,6,"19,092",2:23,NaN,0
2023-10-27,Los Angeles Kings,5,Arizona Coyotes,4,"4,600",2:37,NaN,0
2023-10-27,San Jose Sharks,0,Carolina Hurricanes,3,"18,700",2:37,NaN,0
2023-10-27,Buffalo Sabres,4,New Jersey Devils,5,"16,514",2:30,NaN,0
2023-10-27,St. Louis Blues,0,Vancouver Canucks,5,"18,548",2:23,NaN,0
2023-10-27,Chicago Blackhawks,4,Vegas Golden Knights,3,"18,338",2:27,OT,0
2023-10-27,Minnesota Wild,2,Washington Capitals,3,"16,602",2:45,SO,0
2023-10-28,Detroit Red Wings,1,Boston Bruins,4,"17,850",2:25,NaN,0
2023-10-28,New York Islanders,2,Columbus Blue Jackets,0,"15,424",2:13,NaN,0
2023-10-28,Seattle Kraken,2,Florida Panthers,3,"16,780",2:33,NaN,0
2023-10-28,Vegas Golden Knights,4,Los Angeles Kings,3,"18,145",2:38,SO,0
2023-10-28,Winnipeg Jets,3,Montreal Canadiens,4,"21,105",2:41,SO,0
2023-10-28,Toronto Maple Leafs,2,Nashville Predators,3,"17,537",2:31,OT,0
2023-10-28,Anaheim Ducks,7,Philadelphia Flyers,4,"18,275",2:33,NaN,0
2023-10-28,Ottawa Senators,5,Pittsburgh Penguins,2,"17,631",2:29,NaN,0
2023-10-28,New York Rangers,4,Vancouver Canucks,3,"18,483",2:31,OT,0
2023-10-29,Colorado Avalanche,0,Buffalo Sabres,4,"15,717",2:25,NaN,0
2023-10-29,Calgary Flames,2,Edmonton Oilers,5,"55,411",2:37,NaN,0
2023-10-29,Minnesota Wild,3,New Jersey Devils,4,"16,514",2:25,NaN,0
2023-10-29,San Jose Sharks,1,Washington Capitals,3,"15,856",2:26,NaN,0
2023-10-30,Chicago Blackhawks,1,Arizona Coyotes,8,"4,600",2:31,NaN,0
2023-10-30,Florida Panthers,2,Boston Bruins,3,"17,850",2:36,OT,0
2023-10-30,Columbus Blue Jackets,3,Dallas Stars,5,"18,532",2:22,NaN,0
2023-10-30,Detroit Red Wings,4,New York Islanders,3,"15,407",2:35,OT,0
2023-10-30,Carolina Hurricanes,3,Philadelphia Flyers,2,"15,569",2:27,NaN,0
2023-10-30,Anaheim Ducks,4,Pittsburgh Penguins,3,"16,903",2:34,NaN,0
2023-10-30,Seattle Kraken,4,Tampa Bay Lightning,3,"19,092",2:30,OT,0
2023-10-30,Montreal Canadiens,2,Vegas Golden Knights,3,"17,791",2:43,SO,0
2023-10-30,New York Rangers,3,Winnipeg Jets,2,"11,898",2:29,OT,0
2023-10-31,Los Angeles Kings,4,Toronto Maple Leafs,1,"18,531",2:20,NaN,0
2023-10-31,Nashville Predators,2,Vancouver Canucks,5,"18,413",2:23,NaN,0
2023-11-01,Arizona Coyotes,3,Anaheim Ducks,4,"14,894",2:37,OT,0
2023-11-01,Dallas Stars,4,Calgary Flames,3,"16,786",2:32,NaN,0
2023-11-01,St. Louis Blues,1,Colorado Avalanche,4,"18,091",2:31,NaN,0
2023-11-01,Buffalo Sabres,5,Philadelphia Flyers,2,"17,279",2:30,NaN,0
2023-11-02,Montreal Canadiens,2,Arizona Coyotes,3,"4,600",2:33,NaN,0
2023-11-02,Toronto Maple Leafs,2,Boston Bruins,3,"17,850",2:36,SO,0
2023-11-02,Tampa Bay Lightning,2,Columbus Blue Jackets,4,"14,276",2:32,NaN,0
2023-11-02,Florida Panthers,2,Detroit Red Wings,0,"17,233",2:27,NaN,0
2023-11-02,Dallas Stars,4,Edmonton Oilers,3,"17,290",2:32,NaN,0
2023-11-02,New Jersey Devils,5,Minnesota Wild,3,"18,399",2:24,NaN,0
2023-11-02,Carolina Hurricanes,1,New York Rangers,2,"18,006",2:31,NaN,0
2023-11-02,Los Angeles Kings,3,Ottawa Senators,2,"16,216",2:24,NaN,0
2023-11-02,Nashville Predators,2,Seattle Kraken,4,"17,151",2:24,NaN,0
2023-11-02,Vancouver Canucks,10,San Jose Sharks,1,"10,719",2:32,NaN,0
2023-11-02,Winnipeg Jets,2,Vegas Golden Knights,5,"17,878",2:27,NaN,0
2023-11-02,New York Islanders,3,Washington Capitals,0,"16,209",2:23,NaN,0
2023-11-03,Philadelphia Flyers,5,Buffalo Sabres,1,"16,612",2:12,NaN,0
2023-11-03,New Jersey Devils,1,St. Louis Blues,4,"18,096",2:24,NaN,0
2023-11-04,Winnipeg Jets,5,Arizona Coyotes,3,"4,600",2:19,NaN,0
2023-11-04,Florida Panthers,2,Chicago Blackhawks,5,"18,666",2:22,NaN,0
2023-11-04,Boston Bruins,4,Detroit Red Wings,5,"18,676",2:40,NaN,0
2023-11-04,Nashville Predators,5,Edmonton Oilers,2,"18,354",2:28,NaN,0
2023-11-04,New York Rangers,4,Minnesota Wild,5,"18,678",2:38,SO,0
2023-11-04,Carolina Hurricanes,4,New York Islanders,3,"17,255",2:31,OT,0
2023-11-04,Tampa Bay Lightning,6,Ottawa Senators,4,"17,387",2:36,NaN,0
2023-11-04,Los Angeles Kings,5,Philadelphia Flyers,0,"18,304",2:24,NaN,0
2023-11-04,Calgary Flames,6,Seattle Kraken,3,"17,151",2:19,NaN,0
2023-11-04,Pittsburgh Penguins,10,San Jose Sharks,2,"17,435",2:28,NaN,0
2023-11-04,Montreal Canadiens,3,St. Louis Blues,6,"18,096",2:29,NaN,0
2023-11-04,Buffalo Sabres,6,Toronto Maple Leafs,4,"18,902",2:28,NaN,0
2023-11-04,Dallas Stars,0,Vancouver Canucks,2,"18,895",2:25,NaN,0
2023-11-04,Colorado Avalanche,0,Vegas Golden Knights,7,"18,512",2:40,NaN,0
2023-11-04,Columbus Blue Jackets,1,Washington Capitals,2,"18,573",2:30,NaN,0
2023-11-05,Vegas Golden Knights,2,Anaheim Ducks,4,"15,720",2:22,NaN,0
2023-11-05,New Jersey Devils,4,Chicago Blackhawks,2,"18,388",2:31,NaN,0
2023-11-06,Boston Bruins,3,Dallas Stars,2,"18,532",2:37,NaN,0
2023-11-06,Columbus Blue Jackets,4,Florida Panthers,5,"17,103",2:27,OT,0
2023-11-06,Tampa Bay Lightning,5,Toronto Maple Leafs,6,"18,445",2:30,OT,0
2023-11-06,Edmonton Oilers,2,Vancouver Canucks,6,"18,857",2:44,NaN,0
2023-11-07,Pittsburgh Penguins,2,Anaheim Ducks,0,"16,043",2:32,NaN,0
2023-11-07,Seattle Kraken,3,Arizona Coyotes,4,"4,600",2:40,SO,0
2023-11-07,Buffalo Sabres,2,Carolina Hurricanes,3,"18,700",2:25,OT,0
2023-11-07,Nashville Predators,2,Calgary Flames,4,"16,975",2:29,NaN,0
2023-11-07,New Jersey Devils,3,Colorado Avalanche,6,"18,087",2:38,NaN,0
2023-11-07,Tampa Bay Lightning,5,Montreal Canadiens,3,"21,105",2:32,NaN,0
2023-11-07,Minnesota Wild,4,New York Islanders,2,"13,527",2:30,NaN,0
2023-11-07,Detroit Red Wings,3,New York Rangers,5,"18,006",2:25,NaN,0
2023-11-07,Philadelphia Flyers,1,San Jose Sharks,2,"10,074",2:31,NaN,0
2023-11-07,Winnipeg Jets,5,St. Louis Blues,2,"18,096",2:24,NaN,0
2023-11-08,Ottawa Senators,6,Toronto Maple Leafs,3,"18,372",2:20,NaN,0
2023-11-08,Los Angeles Kings,4,Vegas Golden Knights,1,"18,330",2:27,NaN,0
2023-11-08,Florida Panthers,4,Washington Capitals,3,"16,104",2:30,OT,0
2023-11-09,New York Islanders,2,Boston Bruins,5,"17,850",2:24,NaN,0
2023-11-09,Dallas Stars,5,Columbus Blue Jackets,2,"15,253",2:25,NaN,0
2023-11-09,Seattle Kraken,4,Colorado Avalanche,3,"18,124",2:29,NaN,0
2023-11-09,Montreal Canadiens,3,Detroit Red Wings,2,"18,504",2:40,OT,0
2023-11-09,Pittsburgh Penguins,4,Los Angeles Kings,3,"18,145",2:31,OT,0
2023-11-09,Minnesota Wild,1,New York Rangers,4,"18,006",2:23,NaN,0
2023-11-09,Vancouver Canucks,5,Ottawa Senators,2,"16,653",2:22,NaN,0
2023-11-09,Edmonton Oilers,2,San Jose Sharks,3,"12,206",2:26,NaN,0
2023-11-09,Arizona Coyotes,1,St. Louis Blues,2,"18,096",2:36,NaN,0
2023-11-09,Chicago Blackhawks,5,Tampa Bay Lightning,3,"19,092",2:32,NaN,0
2023-11-09,Nashville Predators,3,Winnipeg Jets,6,"12,199",2:30,NaN,0
2023-11-10,Philadelphia Flyers,6,Anaheim Ducks,3,"15,550",2:32,NaN,0
2023-11-10,Minnesota Wild,2,Buffalo Sabres,3,"17,031",2:26,NaN,0
2023-11-10,Carolina Hurricanes,2,Florida Panthers,5,"17,845",2:33,NaN,0
2023-11-10,Washington Capitals,4,New Jersey Devils,2,"16,514",2:26,NaN,0
2023-11-10,Calgary Flames,4,Toronto Maple Leafs,5,"18,939",2:38,SO,0
2023-11-10,San Jose Sharks,0,Vegas Golden Knights,5,"18,423",2:27,NaN,0
2023-11-11,St. Louis Blues,8,Colorado Avalanche,2,"18,132",2:34,NaN,0
2023-11-11,Columbus Blue Jackets,4,Detroit Red Wings,5,"19,156",2:27,NaN,0
2023-11-11,Philadelphia Flyers,4,Los Angeles Kings,2,"18,145",2:25,NaN,0
2023-11-11,Boston Bruins,2,Montreal Canadiens,3,"21,105",2:28,OT,0
2023-11-11,Arizona Coyotes,7,Nashville Predators,5,"17,303",2:24,NaN,0
2023-11-11,Washington Capitals,4,New York Islanders,1,"16,519",2:20,NaN,0
2023-11-11,Calgary Flames,1,Ottawa Senators,4,"18,874",2:26,NaN,0
2023-11-11,Buffalo Sabres,0,Pittsburgh Penguins,4,"18,429",2:16,NaN,0
2023-11-11,Edmonton Oilers,4,Seattle Kraken,1,"17,151",2:31,NaN,0
2023-11-11,Carolina Hurricanes,4,Tampa Bay Lightning,0,"19,092",2:28,NaN,0
2023-11-11,Vancouver Canucks,2,Toronto Maple Leafs,5,"19,107",2:26,NaN,0
2023-11-11,Dallas Stars,3,Winnipeg Jets,2,"12,420",2:28,NaN,0
2023-11-12,San Jose Sharks,1,Anaheim Ducks,4,"16,471",2:29,NaN,0
2023-11-12,Chicago Blackhawks,3,Florida Panthers,4,"19,359",2:26,NaN,0
2023-11-12,Dallas Stars,8,Minnesota Wild,3,"18,509",2:33,NaN,0
2023-11-12,Vancouver Canucks,5,Montreal Canadiens,2,"21,105",2:19,NaN,0
2023-11-12,Columbus Blue Jackets,3,New York Rangers,4,"18,006",2:55,SO,0
2023-11-13,New York Islanders,1,Edmonton Oilers,4,"17,881",2:40,NaN,0
2023-11-13,Colorado Avalanche,5,Seattle Kraken,1,"17,151",2:37,NaN,0
2023-11-14,Boston Bruins,5,Buffalo Sabres,2,"14,840",2:21,NaN,0
2023-11-14,Pittsburgh Penguins,5,Columbus Blue Jackets,3,"16,596",2:23,NaN,0
2023-11-14,Arizona Coyotes,3,Dallas Stars,4,"18,532",2:31,OT,0
2023-11-14,Calgary Flames,2,Montreal Canadiens,1,"21,105",2:29,NaN,0
2023-11-14,Anaheim Ducks,3,Nashville Predators,2,"17,159",2:30,NaN,0
2023-11-14,Florida Panthers,5,San Jose Sharks,3,"10,108",2:35,NaN,0
2023-11-14,Tampa Bay Lightning,0,St. Louis Blues,5,"17,621",2:25,NaN,0
2023-11-14,New Jersey Devils,3,Winnipeg Jets,6,"11,717",2:29,NaN,0
2023-11-14,Vegas Golden Knights,0,Washington Capitals,3,"16,598",2:34,NaN,0
2023-11-15,Philadelphia Flyers,3,Carolina Hurricanes,1,"18,700",2:32,NaN,0
2023-11-15,Anaheim Ducks,2,Colorado Avalanche,8,"18,029",2:32,NaN,0
2023-11-15,Seattle Kraken,3,Edmonton Oilers,4,"18,347",2:40,OT,0
2023-11-15,New York Islanders,3,Vancouver Canucks,4,"18,972",2:42,OT,0
2023-11-16,Arizona Coyotes,3,Columbus Blue Jackets,2,"15,909",2:28,NaN,0
2023-11-16,Vancouver Canucks,2,Calgary Flames,5,"17,501",2:33,NaN,0
2023-11-16,Tampa Bay Lightning,4,Chicago Blackhawks,2,"18,691",2:34,NaN,0
2023-11-16,Florida Panthers,1,Los Angeles Kings,2,"17,243",2:29,NaN,0
2023-11-16,Vegas Golden Knights,6,Montreal Canadiens,5,"21,105",2:39,NaN,0
2023-11-16,Detroit Red Wings,4,Ottawa Senators,5,"12,487",2:48,OT,0
2023-11-16,New Jersey Devils,5,Pittsburgh Penguins,2,"18,321",2:24,NaN,0
2023-11-16,New York Islanders,3,Seattle Kraken,4,"17,151",2:46,SO,0
2023-11-16,St. Louis Blues,1,San Jose Sharks,5,"10,452",2:31,NaN,0
2023-11-17,Florida Panthers,2,Anaheim Ducks,1,"14,932",2:42,NaN,0
2023-11-17,Toronto Maple Leafs,3,Detroit Red Wings,2,"13,510",2:40,NaN,0
2023-11-17,Buffalo Sabres,2,Winnipeg Jets,3,"11,340",2:21,NaN,0
2023-11-18,Montreal Canadiens,2,Boston Bruins,5,"17,850",2:29,NaN,0
2023-11-18,Pittsburgh Penguins,2,Carolina Hurricanes,4,"18,700",2:32,NaN,0
2023-11-18,New York Islanders,5,Calgary Flames,4,"17,167",2:36,SO,0
2023-11-18,Colorado Avalanche,6,Dallas Stars,3,"18,532",2:28,NaN,0
2023-11-18,St. Louis Blues,1,Los Angeles Kings,5,"18,145",2:18,NaN,0
2023-11-18,New York Rangers,5,New Jersey Devils,3,"17,086",2:32,NaN,0
2023-11-18,Chicago Blackhawks,2,Nashville Predators,4,"17,397",2:27,NaN,0
2023-11-18,Minnesota Wild,1,Ottawa Senators,2,"13,213",2:38,SO,0
2023-11-18,Vegas Golden Knights,3,Philadelphia Flyers,4,"18,113",2:35,OT,0
2023-11-18,Edmonton Oilers,4,Tampa Bay Lightning,6,"19,092",2:33,NaN,0
2023-11-18,Seattle Kraken,4,Vancouver Canucks,3,"18,857",2:28,NaN,0
2023-11-18,Arizona Coyotes,2,Winnipeg Jets,5,"12,103",2:29,NaN,0
2023-11-18,Columbus Blue Jackets,3,Washington Capitals,4,"18,573",2:37,NaN,0
2023-11-19,St. Louis Blues,3,Anaheim Ducks,1,"15,243",2:24,NaN,0
2023-11-19,Buffalo Sabres,3,Chicago Blackhawks,2,"19,027",2:21,NaN,0
2023-11-19,Toronto Maple Leafs,4,Minnesota Wild,3,"13,356",2:38,OT,0
2023-11-19,Columbus Blue Jackets,2,Philadelphia Flyers,5,"17,416",2:36,NaN,0
2023-11-19,Vegas Golden Knights,0,Pittsburgh Penguins,3,"18,120",2:30,NaN,0
2023-11-20,Los Angeles Kings,4,Arizona Coyotes,1,"4,600",2:27,NaN,0
2023-11-20,New York Rangers,3,Dallas Stars,6,"18,532",2:33,NaN,0
2023-11-20,Edmonton Oilers,3,Florida Panthers,5,"19,628",2:43,NaN,0
2023-11-20,Colorado Avalanche,3,Nashville Predators,4,"17,159",2:22,NaN,0
2023-11-20,Calgary Flames,4,Seattle Kraken,3,"17,151",2:33,OT,0
2023-11-20,Boston Bruins,4,Tampa Bay Lightning,5,"19,092",2:42,OT,0
2023-11-20,San Jose Sharks,1,Vancouver Canucks,3,"18,718",2:26,NaN,0
2023-11-22,Montreal Canadiens,4,Anaheim Ducks,3,"15,168",2:31,NaN,0
2023-11-22,St. Louis Blues,6,Arizona Coyotes,5,"4,600",2:33,NaN,0
2023-11-22,Edmonton Oilers,3,Carolina Hurricanes,6,"18,805",2:34,NaN,0
2023-11-22,Chicago Blackhawks,3,Columbus Blue Jackets,7,"18,158",2:21,NaN,0
2023-11-22,Vancouver Canucks,2,Colorado Avalanche,5,"18,133",2:32,NaN,0
2023-11-22,Vegas Golden Knights,2,Dallas Stars,1,"18,532",2:31,OT,0
2023-11-22,New Jersey Devils,0,Detroit Red Wings,4,"19,515",2:17,NaN,0
2023-11-22,Boston Bruins,3,Florida Panthers,1,"19,327",2:28,NaN,0
2023-11-22,Calgary Flames,2,Nashville Predators,4,"17,252",2:38,NaN,0
2023-11-22,Philadelphia Flyers,2,New York Islanders,3,"17,255",2:30,NaN,0
2023-11-22,New York Rangers,1,Pittsburgh Penguins,0,"18,250",2:31,NaN,0
2023-11-22,San Jose Sharks,1,Seattle Kraken,7,"17,151",2:25,NaN,0
2023-11-22,Winnipeg Jets,3,Tampa Bay Lightning,2,"19,092",2:24,OT,0
2023-11-22,Buffalo Sabres,3,Washington Capitals,4,"18,573",2:29,OT,0
2023-11-24,Los Angeles Kings,5,Anaheim Ducks,2,"17,205",2:33,NaN,0
2023-11-24,Detroit Red Wings,5,Boston Bruins,2,"17,850",2:35,NaN,0
2023-11-24,Pittsburgh Penguins,2,Buffalo Sabres,3,"19,070",2:29,NaN,0
2023-11-24,Tampa Bay Lightning,8,Carolina Hurricanes,2,"18,802",2:34,NaN,0
2023-11-24,Toronto Maple Leafs,3,Chicago Blackhawks,4,"20,238",2:32,OT,0
2023-11-24,Calgary Flames,7,Dallas Stars,4,"18,532",2:20,NaN,0
2023-11-24,Winnipeg Jets,3,Florida Panthers,0,"18,801",2:30,NaN,0
2023-11-24,Colorado Avalanche,3,Minnesota Wild,2,"19,057",2:23,NaN,0
2023-11-24,Columbus Blue Jackets,2,New Jersey Devils,1,"16,514",2:22,NaN,0
2023-11-24,New York Islanders,5,Ottawa Senators,3,"17,693",2:30,NaN,0
2023-11-24,New York Rangers,3,Philadelphia Flyers,1,"19,032",2:31,NaN,0
2023-11-24,Vancouver Canucks,5,Seattle Kraken,1,"17,151",2:31,NaN,0
2023-11-24,Montreal Canadiens,3,San Jose Sharks,2,"16,897",2:35,SO,0
2023-11-24,Nashville Predators,8,St. Louis Blues,3,"18,096",2:26,NaN,0
2023-11-24,Edmonton Oilers,5,Washington Capitals,0,"18,573",2:31,NaN,0
2023-11-25,Calgary Flames,1,Colorado Avalanche,3,"18,139",2:30,NaN,0
