game_date,visitor_team,visitor_goals,home_team,home_goals,attendance,game_lenght,game_decided,seasonality
1981-12-04,Buffalo Sabres,4,Hartford Whalers,2,NaN,NaN,NaN,0
1981-12-04,Winnipeg Jets,3,Washington Capitals,7,NaN,NaN,NaN,0
1981-12-05,New York Rangers,2,Colorado Rockies,1,NaN,NaN,NaN,0
1981-12-05,Philadelphia Flyers,5,Detroit Red Wings,2,NaN,NaN,NaN,0
1981-12-05,Chicago Black Hawks,3,Los Angeles Kings,2,NaN,NaN,NaN,0
1981-12-05,New York Islanders,8,Minnesota North Stars,5,NaN,NaN,NaN,0
1981-12-05,Calgary Flames,7,Montreal Canadiens,4,NaN,NaN,NaN,0
1981-12-05,Boston Bruins,5,Quebec Nordiques,3,NaN,NaN,NaN,0
1981-12-05,Pittsburgh Penguins,1,St. Louis Blues,3,NaN,NaN,NaN,0
1981-12-05,Washington Capitals,4,Toronto Maple Leafs,9,NaN,NaN,NaN,0
1981-12-05,Edmonton Oilers,3,Vancouver Canucks,3,NaN,NaN,NaN,0
1981-12-06,Pittsburgh Penguins,4,Buffalo Sabres,7,NaN,NaN,NaN,0
1981-12-06,Hartford Whalers,5,New York Rangers,3,NaN,NaN,NaN,0
1981-12-06,St. Louis Blues,2,Philadelphia Flyers,8,NaN,NaN,NaN,0
1981-12-06,New York Islanders,2,Winnipeg Jets,5,NaN,NaN,NaN,0
1981-12-08,Calgary Flames,7,Quebec Nordiques,4,NaN,NaN,NaN,0
1981-12-09,Colorado Rockies,1,Buffalo Sabres,7,NaN,NaN,NaN,0
1981-12-09,Washington Capitals,3,Chicago Black Hawks,7,NaN,NaN,NaN,0
1981-12-09,St. Louis Blues,1,Hartford Whalers,5,NaN,NaN,NaN,0
1981-12-09,Edmonton Oilers,5,Los Angeles Kings,5,NaN,NaN,NaN,0
1981-12-09,Montreal Canadiens,6,Minnesota North Stars,6,NaN,NaN,NaN,0
1981-12-09,Boston Bruins,4,New York Rangers,3,NaN,NaN,NaN,0
1981-12-09,Philadelphia Flyers,4,Pittsburgh Penguins,1,NaN,NaN,NaN,0
1981-12-09,Winnipeg Jets,3,Toronto Maple Leafs,3,NaN,NaN,NaN,0
1981-12-09,New York Islanders,3,Vancouver Canucks,4,NaN,NaN,NaN,0
1981-12-10,St. Louis Blues,3,Boston Bruins,2,NaN,NaN,NaN,0
1981-12-10,Minnesota North Stars,1,Detroit Red Wings,4,NaN,NaN,NaN,0
1981-12-11,Montreal Canadiens,5,Winnipeg Jets,5,NaN,NaN,NaN,0
1981-12-11,Toronto Maple Leafs,2,Washington Capitals,11,NaN,NaN,NaN,0
1981-12-12,New York Islanders,3,Calgary Flames,3,NaN,NaN,NaN,0
1981-12-12,Buffalo Sabres,4,Detroit Red Wings,2,NaN,NaN,NaN,0
1981-12-12,Colorado Rockies,4,Hartford Whalers,2,NaN,NaN,NaN,0
1981-12-12,Vancouver Canucks,5,Los Angeles Kings,7,NaN,NaN,NaN,0
1981-12-12,Chicago Black Hawks,3,Minnesota North Stars,6,NaN,NaN,NaN,0
1981-12-12,New York Rangers,5,Philadelphia Flyers,3,NaN,NaN,NaN,0
1981-12-12,Washington Capitals,4,Pittsburgh Penguins,7,NaN,NaN,NaN,0
1981-12-12,St. Louis Blues,6,Quebec Nordiques,4,NaN,NaN,NaN,0
1981-12-12,Montreal Canadiens,6,Toronto Maple Leafs,2,NaN,NaN,NaN,0
1981-12-13,Colorado Rockies,1,Boston Bruins,5,NaN,NaN,NaN,0
1981-12-13,Quebec Nordiques,4,Buffalo Sabres,4,NaN,NaN,NaN,0
1981-12-13,Hartford Whalers,3,Chicago Black Hawks,8,NaN,NaN,NaN,0
1981-12-13,New York Islanders,3,Edmonton Oilers,4,NaN,NaN,NaN,0
1981-12-13,Calgary Flames,7,Vancouver Canucks,6,NaN,NaN,NaN,0
1981-12-13,Detroit Red Wings,2,Winnipeg Jets,1,NaN,NaN,NaN,0
1981-12-14,Washington Capitals,3,Montreal Canadiens,6,NaN,NaN,NaN,0
1981-12-14,Pittsburgh Penguins,4,New York Rangers,5,NaN,NaN,NaN,0
