game_date,visitor_team,visitor_goals,home_team,home_goals,attendance,game_lenght,game_decided,seasonality
1982-10-05,Calgary Flames,5,Edmonton Oilers,7,NaN,NaN,NaN,0
1982-10-05,Pittsburgh Penguins,3,New Jersey Devils,3,NaN,NaN,NaN,0
1982-10-05,New York Islanders,1,Vancouver Canucks,2,NaN,NaN,NaN,0
1982-10-06,Quebec Nordiques,6,Buffalo Sabres,4,NaN,NaN,NaN,0
1982-10-06,Toronto Maple Leafs,3,Chicago Black Hawks,3,NaN,NaN,NaN,0
1982-10-06,St. Louis Blues,2,Detroit Red Wings,1,NaN,NaN,NaN,0
1982-10-06,Vancouver Canucks,3,Los Angeles Kings,3,NaN,NaN,NaN,0
1982-10-06,Hartford Whalers,1,Montreal Canadiens,2,NaN,NaN,NaN,0
1982-10-06,Washington Capitals,5,New York Rangers,4,NaN,NaN,NaN,0
1982-10-06,Minnesota North Stars,5,Winnipeg Jets,4,NaN,NaN,NaN,0
1982-10-07,Montreal Canadiens,5,Boston Bruins,1,NaN,NaN,NaN,0
1982-10-07,New York Islanders,5,Calgary Flames,4,NaN,NaN,NaN,0
1982-10-07,Quebec Nordiques,5,Philadelphia Flyers,9,NaN,NaN,NaN,0
1982-10-07,Toronto Maple Leafs,2,St. Louis Blues,3,NaN,NaN,NaN,0
1982-10-08,New York Islanders,6,Edmonton Oilers,4,NaN,NaN,NaN,0
1982-10-08,Detroit Red Wings,3,Minnesota North Stars,3,NaN,NaN,NaN,0
1982-10-08,New York Rangers,2,New Jersey Devils,3,NaN,NaN,NaN,0
1982-10-09,Winnipeg Jets,8,Detroit Red Wings,0,NaN,NaN,NaN,0
1982-10-09,Boston Bruins,5,Hartford Whalers,4,NaN,NaN,NaN,0
1982-10-09,Calgary Flames,1,Los Angeles Kings,3,NaN,NaN,NaN,0
1982-10-09,Chicago Black Hawks,8,Montreal Canadiens,7,NaN,NaN,NaN,0
1982-10-09,New York Rangers,5,Pittsburgh Penguins,3,NaN,NaN,NaN,0
1982-10-09,Buffalo Sabres,4,Quebec Nordiques,6,NaN,NaN,NaN,0
1982-10-09,Minnesota North Stars,6,St. Louis Blues,3,NaN,NaN,NaN,0
1982-10-09,New Jersey Devils,5,Toronto Maple Leafs,5,NaN,NaN,NaN,0
1982-10-09,Edmonton Oilers,6,Vancouver Canucks,3,NaN,NaN,NaN,0
1982-10-09,Philadelphia Flyers,3,Washington Capitals,2,NaN,NaN,NaN,0
1982-10-10,Pittsburgh Penguins,3,Boston Bruins,4,NaN,NaN,NaN,0
1982-10-10,Hartford Whalers,4,Buffalo Sabres,4,NaN,NaN,NaN,0
1982-10-10,Winnipeg Jets,5,Chicago Black Hawks,3,NaN,NaN,NaN,0
1982-10-10,Washington Capitals,4,Philadelphia Flyers,6,NaN,NaN,NaN,0
1982-10-11,New York Islanders,4,New York Rangers,3,NaN,NaN,NaN,0
1982-10-11,Montreal Canadiens,4,Quebec Nordiques,3,NaN,NaN,NaN,0
1982-10-12,Edmonton Oilers,4,Calgary Flames,9,NaN,NaN,NaN,0
1982-10-12,Boston Bruins,2,New Jersey Devils,2,NaN,NaN,NaN,0
1982-10-12,Vancouver Canucks,4,Pittsburgh Penguins,5,NaN,NaN,NaN,0
1982-10-12,Los Angeles Kings,5,Winnipeg Jets,3,NaN,NaN,NaN,0
1982-10-13,St. Louis Blues,4,Chicago Black Hawks,6,NaN,NaN,NaN,0
1982-10-13,Philadelphia Flyers,2,New York Rangers,5,NaN,NaN,NaN,0
1982-10-13,Washington Capitals,5,Toronto Maple Leafs,3,NaN,NaN,NaN,0
1982-10-14,Vancouver Canucks,1,Boston Bruins,2,NaN,NaN,NaN,0
1982-10-14,Detroit Red Wings,4,Calgary Flames,6,NaN,NaN,NaN,0
1982-10-14,Edmonton Oilers,4,Hartford Whalers,4,NaN,NaN,NaN,0
1982-10-14,Toronto Maple Leafs,2,Minnesota North Stars,6,NaN,NaN,NaN,0
1982-10-14,Montreal Canadiens,5,New Jersey Devils,3,NaN,NaN,NaN,0
1982-10-14,Pittsburgh Penguins,0,New York Islanders,9,NaN,NaN,NaN,0
