game_date,visitor_team,visitor_goals,home_team,home_goals,attendance,game_lenght,game_decided,seasonality
2010-10-24,San Jose Sharks,0,Calgary Flames,4,"19,289",NaN,NaN,0
2010-10-24,New Jersey Devils,1,New York Rangers,3,"18,200",NaN,NaN,0
2010-10-24,Nashville Predators,4,Tampa Bay Lightning,3,"14,454",NaN,NaN,0
2010-10-25,Philadelphia Flyers,1,Columbus Blue Jackets,2,"11,727",NaN,NaN,0
2010-10-25,Los Angeles Kings,3,Minnesota Wild,2,"17,094",NaN,SO,0
2010-10-25,Phoenix Coyotes,2,Montreal Canadiens,3,"21,273",NaN,OT,0
2010-10-26,Edmonton Oilers,4,Calgary Flames,5,"19,289",NaN,SO,0
2010-10-26,Anaheim Ducks,5,Dallas Stars,2,"12,378",NaN,NaN,0
2010-10-26,Phoenix Coyotes,2,Ottawa Senators,5,"16,686",NaN,NaN,0
2010-10-26,Buffalo Sabres,3,Philadelphia Flyers,6,"19,361",NaN,NaN,0
2010-10-26,Florida Panthers,1,Toronto Maple Leafs,3,"19,239",NaN,NaN,0
2010-10-26,Colorado Avalanche,3,Vancouver Canucks,4,"18,860",NaN,OT,0
2010-10-27,Washington Capitals,3,Carolina Hurricanes,0,"18,680",NaN,NaN,0
2010-10-27,Los Angeles Kings,1,Chicago Blackhawks,3,"20,667",NaN,NaN,0
2010-10-27,New York Islanders,3,Montreal Canadiens,5,"21,273",NaN,NaN,0
2010-10-27,Atlanta Thrashers,6,New York Rangers,4,"17,900",NaN,NaN,0
2010-10-27,New Jersey Devils,2,San Jose Sharks,5,"17,562",NaN,NaN,0
2010-10-27,Pittsburgh Penguins,3,Tampa Bay Lightning,5,"17,226",NaN,NaN,0
2010-10-28,Toronto Maple Leafs,0,Boston Bruins,2,"17,565",NaN,NaN,0
2010-10-28,Edmonton Oilers,2,Columbus Blue Jackets,3,"9,128",NaN,SO,0
2010-10-28,Colorado Avalanche,6,Calgary Flames,5,"19,289",NaN,NaN,0
2010-10-28,Los Angeles Kings,5,Dallas Stars,2,"11,306",NaN,NaN,0
2010-10-28,Phoenix Coyotes,4,Detroit Red Wings,2,"18,165",NaN,NaN,0
2010-10-28,Washington Capitals,1,Minnesota Wild,2,"17,352",NaN,NaN,0
2010-10-28,St. Louis Blues,3,Nashville Predators,0,"15,506",NaN,NaN,0
2010-10-28,Florida Panthers,3,Ottawa Senators,5,"16,294",NaN,NaN,0
2010-10-29,New Jersey Devils,2,Anaheim Ducks,1,"14,724",NaN,NaN,0
2010-10-29,Buffalo Sabres,3,Atlanta Thrashers,4,"10,172",NaN,OT,0
2010-10-29,Edmonton Oilers,7,Chicago Blackhawks,4,"21,061",NaN,NaN,0
2010-10-29,Montreal Canadiens,3,New York Islanders,1,"11,922",NaN,NaN,0
2010-10-29,Carolina Hurricanes,4,New York Rangers,3,"17,819",NaN,NaN,0
2010-10-29,Philadelphia Flyers,3,Pittsburgh Penguins,2,"18,275",NaN,NaN,0
2010-10-30,Pittsburgh Penguins,3,Carolina Hurricanes,0,"18,680",NaN,NaN,0
2010-10-30,Washington Capitals,7,Calgary Flames,2,"19,289",NaN,NaN,0
2010-10-30,Columbus Blue Jackets,1,Colorado Avalanche,5,"13,017",NaN,NaN,0
2010-10-30,Buffalo Sabres,0,Dallas Stars,4,"15,015",NaN,NaN,0
2010-10-30,Nashville Predators,2,Detroit Red Wings,5,"18,711",NaN,NaN,0
2010-10-30,New Jersey Devils,1,Los Angeles Kings,3,"18,118",NaN,NaN,0
2010-10-30,Chicago Blackhawks,3,Minnesota Wild,1,"18,376",NaN,NaN,0
2010-10-30,Florida Panthers,3,Montreal Canadiens,1,"21,273",NaN,NaN,0
2010-10-30,Boston Bruins,4,Ottawa Senators,0,"18,959",NaN,NaN,0
2010-10-30,New York Islanders,1,Philadelphia Flyers,6,"19,613",NaN,NaN,0
2010-10-30,Tampa Bay Lightning,3,Phoenix Coyotes,0,"8,171",NaN,NaN,0
2010-10-30,Anaheim Ducks,2,San Jose Sharks,5,"17,562",NaN,NaN,0
2010-10-30,Atlanta Thrashers,3,St. Louis Blues,4,"19,150",NaN,SO,0
2010-10-30,New York Rangers,2,Toronto Maple Leafs,0,"19,063",NaN,NaN,0
2010-11-01,Chicago Blackhawks,2,New York Rangers,3,"18,200",NaN,NaN,0
2010-11-01,Carolina Hurricanes,2,Philadelphia Flyers,3,"19,038",NaN,NaN,0
2010-11-01,New Jersey Devils,0,Vancouver Canucks,3,"18,860",NaN,NaN,0
2010-11-02,Montreal Canadiens,0,Columbus Blue Jackets,3,"10,466",NaN,NaN,0
2010-11-02,Vancouver Canucks,4,Edmonton Oilers,3,"16,839",NaN,NaN,0
2010-11-02,San Jose Sharks,0,Minnesota Wild,1,"16,502",NaN,NaN,0
2010-11-02,Ottawa Senators,3,Toronto Maple Leafs,2,"19,409",NaN,NaN,0
2010-11-03,Tampa Bay Lightning,2,Anaheim Ducks,3,"13,034",NaN,OT,0
2010-11-03,Boston Bruins,5,Buffalo Sabres,2,"18,428",NaN,NaN,0
2010-11-03,New York Islanders,2,Carolina Hurricanes,7,"13,043",NaN,NaN,0
2010-11-03,Detroit Red Wings,2,Calgary Flames,1,"19,289",NaN,NaN,0
2010-11-03,New Jersey Devils,5,Chicago Blackhawks,3,"21,044",NaN,NaN,0
2010-11-03,Pittsburgh Penguins,2,Dallas Stars,5,"15,637",NaN,NaN,0
2010-11-03,Atlanta Thrashers,4,Florida Panthers,3,"11,212",NaN,NaN,0
2010-11-03,Nashville Predators,3,Phoenix Coyotes,4,"6,761",NaN,NaN,0
2010-11-03,Toronto Maple Leafs,4,Washington Capitals,5,"18,398",NaN,SO,0
2010-11-04,Columbus Blue Jackets,3,Atlanta Thrashers,0,"8,461",NaN,NaN,0
2010-11-04,Vancouver Canucks,3,Colorado Avalanche,1,"12,732",NaN,NaN,0
2010-11-04,Tampa Bay Lightning,0,Los Angeles Kings,1,"18,118",NaN,NaN,0
2010-11-04,New York Islanders,1,Ottawa Senators,4,"17,752",NaN,NaN,0
2010-11-04,New York Rangers,1,Philadelphia Flyers,4,"19,652",NaN,NaN,0
2010-11-04,San Jose Sharks,0,St. Louis Blues,2,"19,150",NaN,NaN,0
2010-11-05,Pittsburgh Penguins,2,Anaheim Ducks,3,"17,174",NaN,NaN,0
2010-11-05,Montreal Canadiens,3,Buffalo Sabres,2,"18,026",NaN,NaN,0
2010-11-05,Phoenix Coyotes,3,Dallas Stars,6,"12,255",NaN,NaN,0
2010-11-05,Detroit Red Wings,3,Edmonton Oilers,1,"16,839",NaN,NaN,0
2010-11-05,Carolina Hurricanes,4,Florida Panthers,7,"14,761",NaN,NaN,0
2010-11-05,Calgary Flames,1,Minnesota Wild,2,"17,124",NaN,NaN,0
2010-11-05,New York Rangers,3,New Jersey Devils,0,"17,625",NaN,NaN,0
2010-11-05,Boston Bruins,3,Washington Capitals,5,"18,389",NaN,NaN,0
2010-11-06,Chicago Blackhawks,5,Atlanta Thrashers,4,"16,022",NaN,SO,0
2010-11-06,St. Louis Blues,2,Boston Bruins,1,"17,565",NaN,SO,0
2010-11-06,Florida Panthers,2,Carolina Hurricanes,3,"17,704",NaN,NaN,0
2010-11-06,Minnesota Wild,3,Columbus Blue Jackets,2,"13,457",NaN,NaN,0
2010-11-06,Dallas Stars,0,Colorado Avalanche,5,"16,172",NaN,NaN,0
2010-11-06,Nashville Predators,1,Los Angeles Kings,4,"18,118",NaN,NaN,0
2010-11-06,Ottawa Senators,3,Montreal Canadiens,2,"21,273",NaN,NaN,0
2010-11-06,Philadelphia Flyers,2,New York Islanders,1,"13,078",NaN,NaN,0
2010-11-06,Pittsburgh Penguins,4,Phoenix Coyotes,3,"14,642",NaN,SO,0
2010-11-06,Tampa Bay Lightning,2,San Jose Sharks,5,"17,562",NaN,NaN,0
2010-11-06,Buffalo Sabres,3,Toronto Maple Leafs,2,"19,329",NaN,SO,0
2010-11-06,Detroit Red Wings,4,Vancouver Canucks,6,"18,860",NaN,NaN,0
2010-11-07,Nashville Predators,4,Anaheim Ducks,5,"13,520",NaN,NaN,0
2010-11-07,Edmonton Oilers,2,Chicago Blackhawks,1,"21,025",NaN,NaN,0
2010-11-07,St. Louis Blues,2,New York Rangers,0,"17,376",NaN,NaN,0
2010-11-07,Philadelphia Flyers,2,Washington Capitals,3,"18,398",NaN,OT,0
2010-11-08,Phoenix Coyotes,2,Detroit Red Wings,3,"19,207",NaN,OT,0
2010-11-09,Edmonton Oilers,1,Carolina Hurricanes,7,"11,890",NaN,NaN,0
2010-11-09,Calgary Flames,4,Colorado Avalanche,2,"12,219",NaN,NaN,0
2010-11-09,Vancouver Canucks,0,Montreal Canadiens,2,"21,273",NaN,NaN,0
2010-11-09,Washington Capitals,5,New York Rangers,3,"18,200",NaN,NaN,0
2010-11-09,Atlanta Thrashers,2,Ottawa Senators,5,"16,583",NaN,NaN,0
2010-11-09,Anaheim Ducks,3,San Jose Sharks,2,"17,562",NaN,OT,0
2010-11-09,Toronto Maple Leafs,0,Tampa Bay Lightning,4,"16,791",NaN,NaN,0
2010-11-10,New York Islanders,0,Anaheim Ducks,1,"14,393",NaN,NaN,0
2010-11-10,St. Louis Blues,1,Columbus Blue Jackets,8,"10,265",NaN,NaN,0
2010-11-10,Phoenix Coyotes,2,Chicago Blackhawks,1,"21,181",NaN,NaN,0
2010-11-10,Toronto Maple Leafs,1,Florida Panthers,4,"15,243",NaN,NaN,0
2010-11-10,Buffalo Sabres,5,New Jersey Devils,4,"14,566",NaN,SO,0
2010-11-10,Boston Bruins,7,Pittsburgh Penguins,4,"18,113",NaN,NaN,0
2010-11-11,Minnesota Wild,1,Atlanta Thrashers,5,"10,055",NaN,NaN,0
2010-11-11,Montreal Canadiens,3,Boston Bruins,1,"17,565",NaN,NaN,0
2010-11-11,Philadelphia Flyers,8,Carolina Hurricanes,1,"14,719",NaN,NaN,0
2010-11-11,Edmonton Oilers,2,Detroit Red Wings,6,"20,066",NaN,NaN,0
2010-11-11,Dallas Stars,1,Los Angeles Kings,3,"18,118",NaN,NaN,0
2010-11-11,Buffalo Sabres,2,New York Rangers,3,"17,848",NaN,OT,0
2010-11-11,Vancouver Canucks,6,Ottawa Senators,2,"19,191",NaN,NaN,0
2010-11-11,New York Islanders,1,San Jose Sharks,2,"17,562",NaN,SO,0
2010-11-11,Nashville Predators,3,St. Louis Blues,2,"19,150",NaN,SO,0
2010-11-11,Tampa Bay Lightning,3,Washington Capitals,6,"18,398",NaN,NaN,0
2010-11-12,Dallas Stars,2,Anaheim Ducks,4,"13,831",NaN,NaN,0
2010-11-12,Colorado Avalanche,5,Columbus Blue Jackets,1,"13,594",NaN,NaN,0
2010-11-12,Minnesota Wild,1,Florida Panthers,2,"15,043",NaN,NaN,0
2010-11-12,Edmonton Oilers,3,New Jersey Devils,4,"14,650",NaN,OT,0
2010-11-12,Calgary Flames,4,Phoenix Coyotes,5,"11,117",NaN,NaN,0
2010-11-12,Tampa Bay Lightning,1,Pittsburgh Penguins,5,"18,275",NaN,NaN,0
2010-11-13,Pittsburgh Penguins,4,Atlanta Thrashers,2,"16,710",NaN,NaN,0
2010-11-13,Ottawa Senators,2,Boston Bruins,0,"17,565",NaN,NaN,0
2010-11-13,Washington Capitals,2,Buffalo Sabres,3,"18,690",NaN,OT,0
2010-11-13,Colorado Avalanche,1,Detroit Red Wings,3,"20,066",NaN,NaN,0
2010-11-13,New York Islanders,1,Los Angeles Kings,5,"18,118",NaN,NaN,0
2010-11-13,Carolina Hurricanes,2,Montreal Canadiens,7,"21,273",NaN,NaN,0
2010-11-13,Chicago Blackhawks,3,Nashville Predators,4,"17,113",NaN,SO,0
2010-11-13,Florida Panthers,2,Philadelphia Flyers,5,"19,616",NaN,NaN,0
2010-11-13,St. Louis Blues,3,Phoenix Coyotes,5,"9,412",NaN,NaN,0
2010-11-13,Calgary Flames,3,San Jose Sharks,4,"17,562",NaN,NaN,0
2010-11-13,Vancouver Canucks,5,Toronto Maple Leafs,3,"19,534",NaN,NaN,0
2010-11-14,Anaheim Ducks,2,Chicago Blackhawks,3,"21,244",NaN,OT,0
2010-11-14,Edmonton Oilers,2,New York Rangers,8,"17,658",NaN,NaN,0
2010-11-14,Minnesota Wild,4,Tampa Bay Lightning,1,"14,868",NaN,NaN,0
2010-11-14,Atlanta Thrashers,4,Washington Capitals,6,"18,398",NaN,NaN,0
2010-11-15,New Jersey Devils,0,Boston Bruins,3,"17,565",NaN,NaN,0
2010-11-15,Vancouver Canucks,3,Buffalo Sabres,4,"18,690",NaN,OT,0
2010-11-15,St. Louis Blues,3,Colorado Avalanche,6,"12,670",NaN,NaN,0
2010-11-15,Ottawa Senators,1,Philadelphia Flyers,5,"19,256",NaN,NaN,0
2010-11-15,New York Rangers,3,Pittsburgh Penguins,2,"18,125",NaN,OT,0
2010-11-15,Los Angeles Kings,3,San Jose Sharks,6,"17,562",NaN,NaN,0
2010-11-16,Anaheim Ducks,1,Dallas Stars,2,"13,443",NaN,NaN,0
2010-11-16,Philadelphia Flyers,0,Montreal Canadiens,3,"21,273",NaN,NaN,0
2010-11-16,Nashville Predators,4,Toronto Maple Leafs,5,"19,069",NaN,NaN,0
2010-11-17,Florida Panthers,2,Atlanta Thrashers,1,"10,168",NaN,NaN,0
2010-11-17,Ottawa Senators,1,Carolina Hurricanes,7,"12,938",NaN,NaN,0
2010-11-17,Phoenix Coyotes,3,Calgary Flames,1,"19,289",NaN,NaN,0
2010-11-17,San Jose Sharks,3,Colorado Avalanche,4,"12,436",NaN,OT,0
2010-11-17,St. Louis Blues,3,Detroit Red Wings,7,"20,066",NaN,NaN,0
2010-11-17,Chicago Blackhawks,5,Edmonton Oilers,0,"16,839",NaN,NaN,0
2010-11-17,Columbus Blue Jackets,5,Los Angeles Kings,3,"18,118",NaN,NaN,0
2010-11-17,Anaheim Ducks,1,Minnesota Wild,2,"16,890",NaN,OT,0
2010-11-17,Tampa Bay Lightning,4,New York Islanders,2,"8,025",NaN,NaN,0
2010-11-17,Boston Bruins,3,New York Rangers,2,"18,200",NaN,NaN,0
2010-11-17,Vancouver Canucks,1,Pittsburgh Penguins,3,"18,252",NaN,NaN,0
2010-11-17,Buffalo Sabres,2,Washington Capitals,4,"18,398",NaN,NaN,0
2010-11-18,Florida Panthers,0,Boston Bruins,4,"17,565",NaN,NaN,0
2010-11-18,San Jose Sharks,4,Dallas Stars,5,"14,720",NaN,OT,0
2010-11-18,Nashville Predators,3,Montreal Canadiens,0,"21,273",NaN,NaN,0
2010-11-18,Tampa Bay Lightning,8,Philadelphia Flyers,7,"19,672",NaN,NaN,0
2010-11-18,New Jersey Devils,1,Toronto Maple Leafs,3,"19,271",NaN,NaN,0
2010-11-19,Columbus Blue Jackets,4,Anaheim Ducks,3,"13,667",NaN,NaN,0
2010-11-19,Washington Capitals,0,Atlanta Thrashers,5,"11,115",NaN,NaN,0
2010-11-19,Los Angeles Kings,2,Buffalo Sabres,4,"18,418",NaN,NaN,0
2010-11-19,Chicago Blackhawks,2,Calgary Flames,7,"19,289",NaN,NaN,0
2010-11-19,New York Rangers,1,Colorado Avalanche,5,"16,002",NaN,NaN,0
2010-11-19,Minnesota Wild,4,Detroit Red Wings,3,"20,066",NaN,OT,0
2010-11-19,Phoenix Coyotes,4,Edmonton Oilers,3,"16,839",NaN,SO,0
2010-11-19,Carolina Hurricanes,4,Pittsburgh Penguins,5,"18,264",NaN,SO,0
2010-11-19,Ottawa Senators,2,St. Louis Blues,5,"19,150",NaN,NaN,0
2010-11-20,Los Angeles Kings,4,Boston Bruins,3,"17,565",NaN,SO,0
2010-11-20,Tampa Bay Lightning,2,Buffalo Sabres,1,"17,833",NaN,NaN,0
2010-11-20,Nashville Predators,2,Carolina Hurricanes,1,"15,384",NaN,SO,0
2010-11-20,Colorado Avalanche,4,Dallas Stars,3,"17,441",NaN,SO,0
2010-11-20,New York Rangers,5,Minnesota Wild,2,"18,695",NaN,NaN,0
2010-11-20,Toronto Maple Leafs,0,Montreal Canadiens,2,"21,273",NaN,NaN,0
2010-11-20,Florida Panthers,4,New York Islanders,1,"9,157",NaN,NaN,0
2010-11-20,Columbus Blue Jackets,3,San Jose Sharks,0,"17,562",NaN,NaN,0
2010-11-20,New Jersey Devils,2,St. Louis Blues,3,"19,150",NaN,NaN,0
2010-11-20,Chicago Blackhawks,7,Vancouver Canucks,1,"18,860",NaN,NaN,0
2010-11-20,Philadelphia Flyers,5,Washington Capitals,4,"18,398",NaN,SO,0
2010-11-21,Edmonton Oilers,4,Anaheim Ducks,2,"14,267",NaN,NaN,0
2010-11-21,New York Islanders,1,Atlanta Thrashers,2,"10,066",NaN,OT,0
2010-11-21,Calgary Flames,4,Detroit Red Wings,5,"19,636",NaN,OT,0
2010-11-21,Phoenix Coyotes,3,Vancouver Canucks,2,"18,860",NaN,NaN,0
2010-11-22,Nashville Predators,0,Columbus Blue Jackets,2,"10,095",NaN,NaN,0
2010-11-22,Pittsburgh Penguins,3,Florida Panthers,2,"16,543",NaN,NaN,0
2010-11-22,Washington Capitals,0,New Jersey Devils,5,"14,107",NaN,NaN,0
2010-11-22,Calgary Flames,1,New York Rangers,2,"17,845",NaN,NaN,0
2010-11-22,Los Angeles Kings,2,Ottawa Senators,3,"18,315",NaN,NaN,0
2010-11-22,Montreal Canadiens,2,Philadelphia Flyers,3,"19,753",NaN,NaN,0
2010-11-22,Boston Bruins,1,Tampa Bay Lightning,3,"16,241",NaN,NaN,0
2010-11-22,Dallas Stars,1,Toronto Maple Leafs,4,"19,266",NaN,NaN,0
2010-11-23,Edmonton Oilers,0,Phoenix Coyotes,5,"9,354",NaN,NaN,0
2010-11-24,Detroit Red Wings,1,Atlanta Thrashers,5,"15,337",NaN,NaN,0
