game_date,visitor_team,visitor_goals,home_team,home_goals,attendance,game_lenght,game_decided,seasonality
2021-10-12,Pittsburgh Penguins,6,Tampa Bay Lightning,2,"19,092",2:33,NaN,0
2021-10-12,Seattle Kraken,3,Vegas Golden Knights,4,"18,431",2:25,NaN,0
2021-10-13,Winnipeg Jets,1,Anaheim Ducks,4,"16,260",2:29,NaN,0
2021-10-13,Chicago Blackhawks,2,Colorado Avalanche,4,"18,037",2:32,NaN,0
2021-10-13,Vancouver Canucks,2,Edmonton Oilers,3,"16,034",2:42,SO,0
2021-10-13,Montreal Canadiens,1,Toronto Maple Leafs,2,"18,493",2:33,NaN,0
2021-10-13,New York Rangers,1,Washington Capitals,5,"18,573",2:29,NaN,0
2021-10-14,Montreal Canadiens,1,Buffalo Sabres,5,"8,467",2:26,NaN,0
2021-10-14,New York Islanders,3,Carolina Hurricanes,6,"18,680",2:46,NaN,0
2021-10-14,Arizona Coyotes,2,Columbus Blue Jackets,8,"17,813",2:30,NaN,0
2021-10-14,Tampa Bay Lightning,7,Detroit Red Wings,6,"19,515",2:50,OT,0
2021-10-14,Pittsburgh Penguins,4,Florida Panthers,5,"14,308",2:40,OT,0
2021-10-14,Vegas Golden Knights,2,Los Angeles Kings,6,"16,589",2:32,NaN,0
2021-10-14,Seattle Kraken,4,Nashville Predators,3,"17,159",2:36,NaN,0
2021-10-14,Dallas Stars,3,New York Rangers,2,"17,173",2:32,OT,0
2021-10-14,Toronto Maple Leafs,2,Ottawa Senators,3,"15,159",2:26,NaN,0
2021-10-15,Minnesota Wild,2,Anaheim Ducks,1,"11,938",2:37,NaN,0
2021-10-15,Chicago Blackhawks,3,New Jersey Devils,4,"16,514",2:28,OT,0
2021-10-15,Vancouver Canucks,5,Philadelphia Flyers,4,"19,338",2:42,SO,0
2021-10-16,Dallas Stars,1,Boston Bruins,3,"17,850",2:36,NaN,0
2021-10-16,Arizona Coyotes,1,Buffalo Sabres,2,"7,872",2:28,SO,0
2021-10-16,Seattle Kraken,1,Columbus Blue Jackets,2,"17,593",2:25,OT,0
2021-10-16,St. Louis Blues,5,Colorado Avalanche,3,"18,022",2:32,NaN,0
2021-10-16,Vancouver Canucks,1,Detroit Red Wings,3,"16,274",2:36,NaN,0
2021-10-16,Calgary Flames,2,Edmonton Oilers,5,"17,745",2:36,NaN,0
2021-10-16,New York Islanders,1,Florida Panthers,5,"12,936",2:34,NaN,0
2021-10-16,Minnesota Wild,3,Los Angeles Kings,2,"12,590",2:26,NaN,0
2021-10-16,New York Rangers,3,Montreal Canadiens,1,"21,105",2:30,NaN,0
2021-10-16,Carolina Hurricanes,3,Nashville Predators,2,"17,162",2:35,NaN,0
2021-10-16,Chicago Blackhawks,2,Pittsburgh Penguins,5,"18,420",2:15,NaN,0
2021-10-16,Winnipeg Jets,3,San Jose Sharks,4,"16,137",2:25,NaN,0
2021-10-16,Ottawa Senators,1,Toronto Maple Leafs,3,"18,211",2:29,NaN,0
2021-10-16,Tampa Bay Lightning,2,Washington Capitals,1,"18,573",2:43,OT,0
2021-10-17,Dallas Stars,2,Ottawa Senators,3,"8,067",2:27,NaN,0
2021-10-18,St. Louis Blues,7,Arizona Coyotes,4,"15,235",2:27,NaN,0
2021-10-18,Anaheim Ducks,3,Calgary Flames,2,"15,174",2:26,OT,0
2021-10-18,Seattle Kraken,1,Philadelphia Flyers,6,"17,727",2:30,NaN,0
2021-10-18,New York Rangers,2,Toronto Maple Leafs,1,"18,098",2:28,OT,0
2021-10-19,Vancouver Canucks,2,Buffalo Sabres,5,"7,376",2:17,NaN,0
2021-10-19,New York Islanders,4,Chicago Blackhawks,1,"20,279",2:26,NaN,0
2021-10-19,Columbus Blue Jackets,1,Detroit Red Wings,4,"14,165",2:28,NaN,0
2021-10-19,Anaheim Ducks,5,Edmonton Oilers,6,"14,082",2:33,NaN,0
2021-10-19,Winnipeg Jets,5,Minnesota Wild,6,"18,156",2:51,OT,0
2021-10-19,San Jose Sharks,5,Montreal Canadiens,0,"16,095",2:19,NaN,0
2021-10-19,Seattle Kraken,2,New Jersey Devils,4,"13,806",2:44,NaN,0
2021-10-19,Los Angeles Kings,1,Nashville Predators,2,"17,159",2:26,NaN,0
2021-10-19,Dallas Stars,2,Pittsburgh Penguins,1,"16,450",2:28,SO,0
2021-10-19,Florida Panthers,4,Tampa Bay Lightning,1,"19,092",2:29,NaN,0
2021-10-19,Colorado Avalanche,3,Washington Capitals,6,"18,573",2:32,NaN,0
2021-10-20,Boston Bruins,3,Philadelphia Flyers,6,"15,310",2:26,NaN,0
2021-10-20,St. Louis Blues,3,Vegas Golden Knights,1,"17,690",2:26,NaN,0
2021-10-21,Edmonton Oilers,5,Arizona Coyotes,1,"9,748",2:25,NaN,0
2021-10-21,New York Islanders,2,Columbus Blue Jackets,3,"12,937",2:20,OT,0
2021-10-21,Vancouver Canucks,4,Chicago Blackhawks,1,"20,490",2:27,NaN,0
2021-10-21,Calgary Flames,3,Detroit Red Wings,0,"14,241",2:17,NaN,0
2021-10-21,Colorado Avalanche,1,Florida Panthers,4,"11,245",2:34,NaN,0
2021-10-21,Carolina Hurricanes,4,Montreal Canadiens,1,"19,174",2:29,NaN,0
2021-10-21,Washington Capitals,4,New Jersey Devils,1,"12,377",2:21,NaN,0
2021-10-21,New York Rangers,3,Nashville Predators,1,"17,159",2:41,NaN,0
2021-10-21,San Jose Sharks,2,Ottawa Senators,1,"8,994",2:28,NaN,0
2021-10-21,Anaheim Ducks,1,Winnipeg Jets,5,"13,886",2:20,NaN,0
2021-10-22,Boston Bruins,4,Buffalo Sabres,1,"7,820",2:16,NaN,0
2021-10-22,Los Angeles Kings,2,Dallas Stars,3,"18,532",2:27,OT,0
2021-10-22,San Jose Sharks,5,Toronto Maple Leafs,3,"18,603",2:27,NaN,0
2021-10-22,Edmonton Oilers,5,Vegas Golden Knights,3,"17,978",2:33,NaN,0
2021-10-23,New York Islanders,3,Arizona Coyotes,0,"11,690",2:26,NaN,0
2021-10-23,Carolina Hurricanes,5,Columbus Blue Jackets,1,"14,386",2:22,NaN,0
2021-10-23,Anaheim Ducks,3,Minnesota Wild,4,"18,055",2:41,OT,0
2021-10-23,Detroit Red Wings,1,Montreal Canadiens,6,"19,706",2:21,NaN,0
2021-10-23,Buffalo Sabres,1,New Jersey Devils,2,"13,158",2:29,OT,0
2021-10-23,New York Rangers,3,Ottawa Senators,2,"11,167",2:26,NaN,0
2021-10-23,Florida Panthers,4,Philadelphia Flyers,2,"16,936",2:31,NaN,0
2021-10-23,Toronto Maple Leafs,1,Pittsburgh Penguins,7,"15,397",2:29,NaN,0
2021-10-23,Vancouver Canucks,4,Seattle Kraken,2,"17,151",2:32,NaN,0
2021-10-23,Los Angeles Kings,3,St. Louis Blues,7,"18,096",2:30,NaN,0
2021-10-23,Colorado Avalanche,4,Tampa Bay Lightning,3,"19,092",3:04,SO,0
2021-10-23,Nashville Predators,4,Winnipeg Jets,6,"14,020",2:34,NaN,0
2021-10-23,Calgary Flames,4,Washington Capitals,3,"18,573",2:31,OT,0
2021-10-24,San Jose Sharks,3,Boston Bruins,4,"17,850",2:32,NaN,0
2021-10-24,Detroit Red Wings,6,Chicago Blackhawks,3,"19,042",2:34,NaN,0
2021-10-24,Nashville Predators,5,Minnesota Wild,2,"16,014",2:38,NaN,0
2021-10-24,New York Islanders,2,Vegas Golden Knights,0,"17,699",2:24,NaN,0
2021-10-25,Tampa Bay Lightning,1,Buffalo Sabres,5,"7,417",2:25,NaN,0
2021-10-25,Toronto Maple Leafs,1,Carolina Hurricanes,4,"14,011",2:25,NaN,0
2021-10-25,Dallas Stars,1,Columbus Blue Jackets,4,"12,629",2:24,NaN,0
2021-10-25,Arizona Coyotes,3,Florida Panthers,5,"13,943",2:27,NaN,0
2021-10-25,Calgary Flames,5,New York Rangers,1,"13,590",2:23,NaN,0
2021-10-25,Washington Capitals,7,Ottawa Senators,5,"11,387",2:42,NaN,0
2021-10-25,Los Angeles Kings,0,St. Louis Blues,3,"16,655",2:26,NaN,0
2021-10-26,Winnipeg Jets,4,Anaheim Ducks,3,"11,951",2:24,NaN,0
2021-10-26,Vegas Golden Knights,3,Colorado Avalanche,1,"17,724",2:32,NaN,0
2021-10-26,Calgary Flames,5,New Jersey Devils,3,"10,631",2:33,NaN,0
2021-10-26,San Jose Sharks,1,Nashville Predators,3,"16,395",2:27,NaN,0
2021-10-26,Tampa Bay Lightning,5,Pittsburgh Penguins,1,"15,732",2:28,NaN,0
2021-10-26,Montreal Canadiens,1,Seattle Kraken,5,"17,151",2:20,NaN,0
2021-10-26,Minnesota Wild,3,Vancouver Canucks,2,"18,870",2:28,NaN,0
2021-10-27,Toronto Maple Leafs,3,Chicago Blackhawks,2,"18,616",2:29,OT,0
2021-10-27,Vegas Golden Knights,3,Dallas Stars,2,"18,114",2:27,OT,0
2021-10-27,Philadelphia Flyers,5,Edmonton Oilers,3,"14,328",2:24,NaN,0
2021-10-27,Boston Bruins,1,Florida Panthers,4,"12,306",2:26,NaN,0
2021-10-27,Detroit Red Wings,3,Washington Capitals,2,"18,573",2:24,OT,0
2021-10-28,Buffalo Sabres,4,Anaheim Ducks,3,"12,014",2:25,OT,0
2021-10-28,Boston Bruins,0,Carolina Hurricanes,3,"16,093",2:31,NaN,0
2021-10-28,Winnipeg Jets,3,Los Angeles Kings,2,"11,207",2:16,NaN,0
2021-10-28,Calgary Flames,4,Pittsburgh Penguins,0,"17,743",2:23,NaN,0
2021-10-28,Minnesota Wild,1,Seattle Kraken,4,"17,151",2:29,NaN,0
2021-10-28,Montreal Canadiens,4,San Jose Sharks,0,"11,463",2:23,NaN,0
2021-10-28,Colorado Avalanche,4,St. Louis Blues,3,"16,558",2:43,NaN,0
2021-10-28,Arizona Coyotes,1,Tampa Bay Lightning,5,"19,092",2:35,NaN,0
2021-10-28,Philadelphia Flyers,2,Vancouver Canucks,1,"18,344",2:19,NaN,0
2021-10-29,Chicago Blackhawks,3,Carolina Hurricanes,6,"16,434",2:30,NaN,0
2021-10-29,Ottawa Senators,4,Dallas Stars,1,"17,346",2:28,NaN,0
2021-10-29,Florida Panthers,3,Detroit Red Wings,2,"15,593",2:28,OT,0
2021-10-29,Columbus Blue Jackets,0,New York Rangers,4,"14,532",2:24,NaN,0
2021-10-29,Anaheim Ducks,4,Vegas Golden Knights,5,"18,029",2:45,SO,0
2021-10-29,Arizona Coyotes,0,Washington Capitals,2,"18,573",2:18,NaN,0
2021-10-30,Florida Panthers,2,Boston Bruins,3,"17,850",2:33,SO,0
2021-10-30,Philadelphia Flyers,0,Calgary Flames,4,"15,319",2:29,NaN,0
2021-10-30,Minnesota Wild,1,Colorado Avalanche,4,"17,708",2:33,NaN,0
2021-10-30,Montreal Canadiens,2,Los Angeles Kings,5,"12,785",2:27,NaN,0
2021-10-30,New York Islanders,2,Nashville Predators,3,"17,159",2:43,SO,0
2021-10-30,New Jersey Devils,4,Pittsburgh Penguins,2,"17,452",2:28,NaN,0
2021-10-30,Winnipeg Jets,1,San Jose Sharks,2,"11,845",2:22,OT,0
2021-10-30,Chicago Blackhawks,0,St. Louis Blues,1,"16,856",2:24,NaN,0
2021-10-30,Detroit Red Wings,4,Toronto Maple Leafs,5,"18,921",2:23,NaN,0
2021-10-30,Edmonton Oilers,2,Vancouver Canucks,1,"18,422",2:22,NaN,0
2021-10-31,Montreal Canadiens,2,Anaheim Ducks,4,"11,652",2:23,NaN,0
2021-10-31,Arizona Coyotes,1,Carolina Hurricanes,2,"14,343",2:28,NaN,0
2021-10-31,Buffalo Sabres,2,Los Angeles Kings,3,"12,101",2:19,NaN,0
2021-10-31,Columbus Blue Jackets,4,New Jersey Devils,3,"10,239",2:36,SO,0
