game_date,visitor_team,visitor_goals,home_team,home_goals,attendance,game_lenght,game_decided,seasonality
1986-10-12,Edmonton Oilers,3,Winnipeg Jets,5,NaN,NaN,NaN,0
1986-10-13,Minnesota North Stars,4,Montreal Canadiens,6,NaN,NaN,NaN,0
1986-10-13,Washington Capitals,7,New York Rangers,6,NaN,NaN,OT,0
1986-10-13,Quebec Nordiques,7,Vancouver Canucks,1,NaN,NaN,NaN,0
1986-10-14,Los Angeles Kings,3,Pittsburgh Penguins,4,NaN,NaN,OT,0
1986-10-14,St. Louis Blues,1,Toronto Maple Leafs,1,NaN,NaN,OT,0
1986-10-14,Boston Bruins,2,Winnipeg Jets,1,NaN,NaN,NaN,0
1986-10-15,Montreal Canadiens,0,Buffalo Sabres,0,NaN,NaN,OT,0
1986-10-15,New York Rangers,5,Chicago Blackhawks,5,NaN,NaN,OT,0
1986-10-15,Los Angeles Kings,4,Detroit Red Wings,3,NaN,NaN,OT,0
1986-10-15,Quebec Nordiques,2,Edmonton Oilers,5,NaN,NaN,NaN,0
1986-10-15,Vancouver Canucks,2,New Jersey Devils,3,NaN,NaN,NaN,0
1986-10-16,Quebec Nordiques,4,Calgary Flames,2,NaN,NaN,NaN,0
1986-10-16,Winnipeg Jets,4,Hartford Whalers,4,NaN,NaN,OT,0
1986-10-16,Boston Bruins,5,Minnesota North Stars,3,NaN,NaN,NaN,0
1986-10-16,Washington Capitals,4,New York Islanders,7,NaN,NaN,NaN,0
1986-10-16,Vancouver Canucks,2,Philadelphia Flyers,6,NaN,NaN,NaN,0
1986-10-17,Pittsburgh Penguins,7,Buffalo Sabres,3,NaN,NaN,NaN,0
1986-10-17,Detroit Red Wings,3,Edmonton Oilers,4,NaN,NaN,NaN,0
1986-10-17,Toronto Maple Leafs,3,New Jersey Devils,2,NaN,NaN,NaN,0
1986-10-18,Detroit Red Wings,5,Calgary Flames,3,NaN,NaN,NaN,0
1986-10-18,Philadelphia Flyers,6,Hartford Whalers,3,NaN,NaN,NaN,0
1986-10-18,Boston Bruins,4,Los Angeles Kings,1,NaN,NaN,NaN,0
1986-10-18,Vancouver Canucks,1,Minnesota North Stars,4,NaN,NaN,NaN,0
1986-10-18,Winnipeg Jets,3,Montreal Canadiens,5,NaN,NaN,NaN,0
1986-10-18,New York Rangers,3,New York Islanders,2,NaN,NaN,NaN,0
1986-10-18,New Jersey Devils,4,Pittsburgh Penguins,8,NaN,NaN,NaN,0
1986-10-18,Quebec Nordiques,3,St. Louis Blues,4,NaN,NaN,NaN,0
1986-10-18,Chicago Blackhawks,2,Toronto Maple Leafs,3,NaN,NaN,NaN,0
1986-10-18,Buffalo Sabres,4,Washington Capitals,2,NaN,NaN,NaN,0
1986-10-19,Minnesota North Stars,8,Chicago Blackhawks,5,NaN,NaN,NaN,0
1986-10-19,Edmonton Oilers,6,Los Angeles Kings,7,NaN,NaN,NaN,0
1986-10-19,New York Islanders,2,New York Rangers,2,NaN,NaN,OT,0
1986-10-19,Winnipeg Jets,1,Philadelphia Flyers,3,NaN,NaN,NaN,0
1986-10-20,Washington Capitals,5,Montreal Canadiens,4,NaN,NaN,NaN,0
1986-10-21,Chicago Blackhawks,1,Edmonton Oilers,9,NaN,NaN,NaN,0
1986-10-21,New Jersey Devils,3,New York Islanders,6,NaN,NaN,NaN,0
1986-10-21,Washington Capitals,4,Quebec Nordiques,4,NaN,NaN,OT,0
1986-10-22,Edmonton Oilers,3,Calgary Flames,6,NaN,NaN,NaN,0
1986-10-22,Montreal Canadiens,4,Detroit Red Wings,3,NaN,NaN,NaN,0
1986-10-22,Los Angeles Kings,4,New York Rangers,5,NaN,NaN,OT,0
1986-10-22,Buffalo Sabres,4,Pittsburgh Penguins,5,NaN,NaN,OT,0
1986-10-22,Minnesota North Stars,8,St. Louis Blues,3,NaN,NaN,NaN,0
1986-10-22,Quebec Nordiques,7,Toronto Maple Leafs,1,NaN,NaN,NaN,0
1986-10-22,Boston Bruins,1,Vancouver Canucks,5,NaN,NaN,NaN,0
1986-10-23,Los Angeles Kings,3,New Jersey Devils,5,NaN,NaN,NaN,0
1986-10-23,Pittsburgh Penguins,3,Philadelphia Flyers,5,NaN,NaN,NaN,0
1986-10-24,Hartford Whalers,5,Buffalo Sabres,4,NaN,NaN,NaN,0
1986-10-24,St. Louis Blues,1,Detroit Red Wings,1,NaN,NaN,OT,0
1986-10-24,Boston Bruins,2,Edmonton Oilers,6,NaN,NaN,NaN,0
1986-10-24,Chicago Blackhawks,2,Vancouver Canucks,2,NaN,NaN,OT,0
1986-10-24,Calgary Flames,2,Winnipeg Jets,5,NaN,NaN,NaN,0
1986-10-24,Minnesota North Stars,2,Washington Capitals,8,NaN,NaN,NaN,0
1986-10-25,Buffalo Sabres,2,Hartford Whalers,3,NaN,NaN,NaN,0
1986-10-25,New York Rangers,3,Montreal Canadiens,3,NaN,NaN,OT,0
1986-10-25,Los Angeles Kings,3,New York Islanders,4,NaN,NaN,NaN,0
1986-10-25,Philadelphia Flyers,2,Pittsburgh Penguins,4,NaN,NaN,NaN,0
1986-10-25,Toronto Maple Leafs,3,Quebec Nordiques,4,NaN,NaN,NaN,0
1986-10-25,Detroit Red Wings,3,St. Louis Blues,1,NaN,NaN,NaN,0
1986-10-25,New Jersey Devils,1,Washington Capitals,2,NaN,NaN,NaN,0
1986-10-26,Boston Bruins,6,Calgary Flames,0,NaN,NaN,NaN,0
1986-10-26,Vancouver Canucks,2,Edmonton Oilers,3,NaN,NaN,NaN,0
1986-10-26,Toronto Maple Leafs,3,New York Rangers,3,NaN,NaN,OT,0
1986-10-26,Minnesota North Stars,1,Philadelphia Flyers,4,NaN,NaN,NaN,0
1986-10-26,Chicago Blackhawks,8,Winnipeg Jets,4,NaN,NaN,NaN,0
1986-10-27,Los Angeles Kings,5,Montreal Canadiens,6,NaN,NaN,NaN,0
1986-10-28,Pittsburgh Penguins,2,Hartford Whalers,5,NaN,NaN,NaN,0
1986-10-28,Calgary Flames,4,Minnesota North Stars,7,NaN,NaN,NaN,0
1986-10-28,Philadelphia Flyers,1,New York Islanders,2,NaN,NaN,NaN,0
1986-10-28,Los Angeles Kings,2,Quebec Nordiques,6,NaN,NaN,NaN,0
1986-10-28,Chicago Blackhawks,1,Toronto Maple Leafs,2,NaN,NaN,NaN,0
1986-10-28,Washington Capitals,5,Vancouver Canucks,2,NaN,NaN,NaN,0
1986-10-29,Chicago Blackhawks,2,Detroit Red Wings,5,NaN,NaN,NaN,0
1986-10-29,Washington Capitals,3,Edmonton Oilers,6,NaN,NaN,NaN,0
1986-10-29,Buffalo Sabres,2,Montreal Canadiens,5,NaN,NaN,NaN,0
1986-10-29,New Jersey Devils,8,Pittsburgh Penguins,6,NaN,NaN,NaN,0
1986-10-29,New York Rangers,2,St. Louis Blues,7,NaN,NaN,NaN,0
1986-10-29,Calgary Flames,2,Winnipeg Jets,6,NaN,NaN,NaN,0
1986-10-30,Montreal Canadiens,3,Boston Bruins,3,NaN,NaN,OT,0
1986-10-30,Detroit Red Wings,3,Minnesota North Stars,1,NaN,NaN,NaN,0
1986-10-30,New York Islanders,6,New Jersey Devils,7,NaN,NaN,OT,0
1986-10-30,Quebec Nordiques,3,Philadelphia Flyers,6,NaN,NaN,NaN,0
1986-10-30,Hartford Whalers,2,Toronto Maple Leafs,6,NaN,NaN,NaN,0
1986-10-31,Edmonton Oilers,6,Vancouver Canucks,2,NaN,NaN,NaN,0
1986-11-01,Washington Capitals,1,Calgary Flames,4,NaN,NaN,NaN,0
1986-11-01,Quebec Nordiques,2,Hartford Whalers,2,NaN,NaN,OT,0
1986-11-01,Chicago Blackhawks,6,Minnesota North Stars,5,NaN,NaN,NaN,0
1986-11-01,Buffalo Sabres,3,New Jersey Devils,1,NaN,NaN,NaN,0
1986-11-01,Winnipeg Jets,4,New York Islanders,7,NaN,NaN,NaN,0
1986-11-01,Boston Bruins,2,Philadelphia Flyers,4,NaN,NaN,NaN,0
1986-11-01,Pittsburgh Penguins,3,St. Louis Blues,3,NaN,NaN,OT,0
1986-11-01,Detroit Red Wings,0,Toronto Maple Leafs,2,NaN,NaN,NaN,0
1986-11-02,Buffalo Sabres,7,Boston Bruins,1,NaN,NaN,NaN,0
1986-11-02,Los Angeles Kings,5,Edmonton Oilers,5,NaN,NaN,OT,0
1986-11-02,Winnipeg Jets,5,New York Rangers,4,NaN,NaN,OT,0
1986-11-02,Hartford Whalers,3,Quebec Nordiques,3,NaN,NaN,OT,0
1986-11-02,Chicago Blackhawks,3,St. Louis Blues,7,NaN,NaN,NaN,0
1986-11-02,Montreal Canadiens,5,Vancouver Canucks,3,NaN,NaN,NaN,0
1986-11-03,Los Angeles Kings,2,Calgary Flames,4,NaN,NaN,NaN,0
1986-11-04,Washington Capitals,1,New York Islanders,7,NaN,NaN,NaN,0
1986-11-04,New Jersey Devils,1,Philadelphia Flyers,7,NaN,NaN,NaN,0
1986-11-04,Vancouver Canucks,2,Pittsburgh Penguins,2,NaN,NaN,OT,0
1986-11-04,Winnipeg Jets,6,Quebec Nordiques,3,NaN,NaN,NaN,0
1986-11-05,Boston Bruins,3,Buffalo Sabres,8,NaN,NaN,NaN,0
1986-11-05,Minnesota North Stars,2,Chicago Blackhawks,4,NaN,NaN,NaN,0
1986-11-05,New York Rangers,4,Detroit Red Wings,5,NaN,NaN,OT,0
1986-11-05,Calgary Flames,3,Edmonton Oilers,1,NaN,NaN,NaN,0
1986-11-05,New York Islanders,2,Hartford Whalers,3,NaN,NaN,NaN,0
1986-11-05,St. Louis Blues,4,Toronto Maple Leafs,6,NaN,NaN,NaN,0
1986-11-05,Vancouver Canucks,2,Washington Capitals,3,NaN,NaN,NaN,0
1986-11-06,Montreal Canadiens,6,Los Angeles Kings,4,NaN,NaN,NaN,0
1986-11-06,Toronto Maple Leafs,1,Minnesota North Stars,4,NaN,NaN,NaN,0
1986-11-06,Philadelphia Flyers,5,New Jersey Devils,5,NaN,NaN,OT,0
1986-11-07,Vancouver Canucks,7,Buffalo Sabres,6,NaN,NaN,NaN,0
1986-11-07,Edmonton Oilers,4,Calgary Flames,6,NaN,NaN,NaN,0
1986-11-07,St. Louis Blues,0,Winnipeg Jets,2,NaN,NaN,NaN,0
1986-11-08,Montreal Canadiens,3,Edmonton Oilers,4,NaN,NaN,NaN,0
1986-11-08,Hartford Whalers,3,Los Angeles Kings,4,NaN,NaN,NaN,0
1986-11-08,Pittsburgh Penguins,4,Minnesota North Stars,2,NaN,NaN,NaN,0
1986-11-08,Detroit Red Wings,1,New York Islanders,2,NaN,NaN,OT,0
1986-11-08,New York Rangers,3,Philadelphia Flyers,2,NaN,NaN,NaN,0
1986-11-08,Boston Bruins,5,Quebec Nordiques,1,NaN,NaN,NaN,0
1986-11-08,Vancouver Canucks,5,Toronto Maple Leafs,3,NaN,NaN,NaN,0
1986-11-08,Chicago Blackhawks,2,Washington Capitals,3,NaN,NaN,NaN,0
1986-11-09,New York Islanders,4,Buffalo Sabres,3,NaN,NaN,NaN,0
1986-11-09,Montreal Canadiens,0,Calgary Flames,3,NaN,NaN,NaN,0
1986-11-09,St. Louis Blues,4,Chicago Blackhawks,4,NaN,NaN,OT,0
1986-11-09,Pittsburgh Penguins,1,Detroit Red Wings,2,NaN,NaN,NaN,0
1986-11-09,New York Rangers,5,Quebec Nordiques,6,NaN,NaN,NaN,0
1986-11-09,New Jersey Devils,1,Winnipeg Jets,8,NaN,NaN,NaN,0
1986-11-11,Vancouver Canucks,3,Calgary Flames,5,NaN,NaN,NaN,0
1986-11-11,Winnipeg Jets,3,Los Angeles Kings,4,NaN,NaN,NaN,0
1986-11-11,Washington Capitals,2,Minnesota North Stars,2,NaN,NaN,OT,0
1986-11-11,Edmonton Oilers,3,New York Islanders,2,NaN,NaN,OT,0
1986-11-12,Washington Capitals,2,Chicago Blackhawks,2,NaN,NaN,OT,0
1986-11-12,Quebec Nordiques,3,Montreal Canadiens,4,NaN,NaN,NaN,0
1986-11-12,Detroit Red Wings,3,New Jersey Devils,5,NaN,NaN,NaN,0
1986-11-12,Buffalo Sabres,1,New York Rangers,2,NaN,NaN,OT,0
1986-11-12,Boston Bruins,1,Pittsburgh Penguins,2,NaN,NaN,NaN,0
1986-11-12,Toronto Maple Leafs,2,St. Louis Blues,4,NaN,NaN,NaN,0
1986-11-12,Hartford Whalers,4,Vancouver Canucks,3,NaN,NaN,NaN,0
1986-11-13,Edmonton Oilers,3,Boston Bruins,4,NaN,NaN,OT,0
1986-11-13,Hartford Whalers,3,Calgary Flames,4,NaN,NaN,NaN,0
1986-11-13,Winnipeg Jets,6,Los Angeles Kings,5,NaN,NaN,NaN,0
1986-11-13,Detroit Red Wings,5,Philadelphia Flyers,7,NaN,NaN,NaN,0
1986-11-14,Pittsburgh Penguins,4,New Jersey Devils,5,NaN,NaN,NaN,0
1986-11-14,Philadelphia Flyers,1,New York Rangers,2,NaN,NaN,NaN,0
1986-11-14,Winnipeg Jets,3,Vancouver Canucks,2,NaN,NaN,NaN,0
1986-11-14,Quebec Nordiques,4,Washington Capitals,1,NaN,NaN,NaN,0
1986-11-15,New Jersey Devils,5,Boston Bruins,5,NaN,NaN,OT,0
1986-11-15,Edmonton Oilers,2,Hartford Whalers,6,NaN,NaN,NaN,0
1986-11-15,Calgary Flames,1,Los Angeles Kings,4,NaN,NaN,NaN,0
1986-11-15,New York Islanders,7,Minnesota North Stars,3,NaN,NaN,NaN,0
1986-11-15,Buffalo Sabres,2,Montreal Canadiens,4,NaN,NaN,NaN,0
1986-11-15,Quebec Nordiques,2,Pittsburgh Penguins,5,NaN,NaN,NaN,0
1986-11-15,Chicago Blackhawks,3,St. Louis Blues,4,NaN,NaN,NaN,0
1986-11-15,Detroit Red Wings,0,Toronto Maple Leafs,6,NaN,NaN,NaN,0
1986-11-16,Toronto Maple Leafs,7,Chicago Blackhawks,3,NaN,NaN,NaN,0
1986-11-16,Edmonton Oilers,8,New York Rangers,6,NaN,NaN,NaN,0
1986-11-16,Washington Capitals,2,Philadelphia Flyers,6,NaN,NaN,NaN,0
1986-11-16,New York Islanders,1,Winnipeg Jets,3,NaN,NaN,NaN,0
1986-11-17,Boston Bruins,2,Montreal Canadiens,3,NaN,NaN,OT,0
1986-11-17,New York Rangers,2,New Jersey Devils,3,NaN,NaN,NaN,0
1986-11-18,St. Louis Blues,4,Minnesota North Stars,3,NaN,NaN,NaN,0
1986-11-18,New York Islanders,4,Quebec Nordiques,3,NaN,NaN,OT,0
1986-11-18,Calgary Flames,0,Vancouver Canucks,5,NaN,NaN,NaN,0
1986-11-18,Pittsburgh Penguins,1,Winnipeg Jets,3,NaN,NaN,NaN,0
1986-11-18,Los Angeles Kings,6,Washington Capitals,5,NaN,NaN,NaN,0
1986-11-19,Boston Bruins,4,Buffalo Sabres,4,NaN,NaN,OT,0
1986-11-19,Los Angeles Kings,4,Chicago Blackhawks,4,NaN,NaN,OT,0
1986-11-19,New Jersey Devils,4,Detroit Red Wings,3,NaN,NaN,NaN,0
1986-11-19,New York Rangers,4,Edmonton Oilers,5,NaN,NaN,OT,0
1986-11-19,Montreal Canadiens,4,Hartford Whalers,1,NaN,NaN,NaN,0
1986-11-19,Minnesota North Stars,5,St. Louis Blues,7,NaN,NaN,NaN,0
1986-11-19,Philadelphia Flyers,2,Toronto Maple Leafs,2,NaN,NaN,OT,0
1986-11-20,Montreal Canadiens,3,Boston Bruins,1,NaN,NaN,NaN,0
1986-11-20,Pittsburgh Penguins,5,Calgary Flames,2,NaN,NaN,NaN,0
1986-11-20,Toronto Maple Leafs,4,New York Islanders,6,NaN,NaN,NaN,0
1986-11-20,Chicago Blackhawks,1,Philadelphia Flyers,5,NaN,NaN,NaN,0
1986-11-21,Quebec Nordiques,6,Buffalo Sabres,1,NaN,NaN,NaN,0
1986-11-21,Washington Capitals,3,Detroit Red Wings,3,NaN,NaN,OT,0
1986-11-21,St. Louis Blues,0,Hartford Whalers,4,NaN,NaN,NaN,0
1986-11-21,New York Rangers,8,Vancouver Canucks,5,NaN,NaN,NaN,0
1986-11-21,Los Angeles Kings,4,Winnipeg Jets,1,NaN,NaN,NaN,0
1986-11-22,St. Louis Blues,5,Boston Bruins,6,NaN,NaN,NaN,0
1986-11-22,New York Rangers,5,Calgary Flames,8,NaN,NaN,NaN,0
1986-11-22,Vancouver Canucks,2,Edmonton Oilers,5,NaN,NaN,NaN,0
1986-11-22,New Jersey Devils,2,Minnesota North Stars,6,NaN,NaN,NaN,0
1986-11-22,Detroit Red Wings,4,Montreal Canadiens,3,NaN,NaN,NaN,0
1986-11-22,Hartford Whalers,6,New York Islanders,3,NaN,NaN,NaN,0
1986-11-22,Toronto Maple Leafs,1,Philadelphia Flyers,6,NaN,NaN,NaN,0
1986-11-22,Buffalo Sabres,1,Quebec Nordiques,3,NaN,NaN,NaN,0
1986-11-22,Pittsburgh Penguins,5,Washington Capitals,4,NaN,NaN,NaN,0
1986-11-23,New Jersey Devils,3,Chicago Blackhawks,5,NaN,NaN,NaN,0
1986-11-23,Los Angeles Kings,2,Winnipeg Jets,3,NaN,NaN,NaN,0
1986-11-24,Edmonton Oilers,5,Calgary Flames,6,NaN,NaN,NaN,0
1986-11-24,Boston Bruins,3,Toronto Maple Leafs,2,NaN,NaN,NaN,0
1986-11-25,Pittsburgh Penguins,1,New York Islanders,5,NaN,NaN,NaN,0
1986-11-25,Montreal Canadiens,1,Quebec Nordiques,2,NaN,NaN,NaN,0
1986-11-25,Los Angeles Kings,5,Vancouver Canucks,11,NaN,NaN,NaN,0
1986-11-26,Toronto Maple Leafs,3,Detroit Red Wings,1,NaN,NaN,NaN,0
1986-11-26,Winnipeg Jets,3,Edmonton Oilers,4,NaN,NaN,NaN,0
1986-11-26,Buffalo Sabres,0,Hartford Whalers,3,NaN,NaN,NaN,0
1986-11-26,Vancouver Canucks,5,Los Angeles Kings,3,NaN,NaN,NaN,0
1986-11-26,Chicago Blackhawks,2,Minnesota North Stars,5,NaN,NaN,NaN,0
1986-11-26,Quebec Nordiques,2,New York Rangers,4,NaN,NaN,NaN,0
1986-11-26,Montreal Canadiens,2,Philadelphia Flyers,4,NaN,NaN,NaN,0
1986-11-26,New York Islanders,3,Pittsburgh Penguins,2,NaN,NaN,NaN,0
1986-11-26,New Jersey Devils,5,St. Louis Blues,1,NaN,NaN,NaN,0
1986-11-26,Boston Bruins,2,Washington Capitals,2,NaN,NaN,OT,0
1986-11-27,Winnipeg Jets,4,Calgary Flames,3,NaN,NaN,NaN,0
1986-11-28,Boston Bruins,3,Buffalo Sabres,4,NaN,NaN,NaN,0
1986-11-28,St. Louis Blues,2,Detroit Red Wings,1,NaN,NaN,OT,0
1986-11-28,Chicago Blackhawks,6,Edmonton Oilers,5,NaN,NaN,OT,0
1986-11-28,Toronto Maple Leafs,3,Minnesota North Stars,6,NaN,NaN,NaN,0
1986-11-28,Philadelphia Flyers,4,Washington Capitals,2,NaN,NaN,NaN,0
1986-11-29,Buffalo Sabres,2,Boston Bruins,6,NaN,NaN,NaN,0
1986-11-29,Chicago Blackhawks,4,Calgary Flames,5,NaN,NaN,NaN,0
1986-11-29,New Jersey Devils,6,Los Angeles Kings,9,NaN,NaN,NaN,0
1986-11-29,Hartford Whalers,7,Montreal Canadiens,5,NaN,NaN,NaN,0
1986-11-29,Philadelphia Flyers,6,New York Islanders,5,NaN,NaN,NaN,0
1986-11-29,New York Rangers,5,Pittsburgh Penguins,5,NaN,NaN,OT,0
1986-11-29,Washington Capitals,3,Quebec Nordiques,4,NaN,NaN,NaN,0
1986-11-29,Detroit Red Wings,4,St. Louis Blues,2,NaN,NaN,NaN,0
1986-11-29,Minnesota North Stars,7,Toronto Maple Leafs,2,NaN,NaN,NaN,0
1986-11-29,Winnipeg Jets,6,Vancouver Canucks,3,NaN,NaN,NaN,0
1986-11-30,Pittsburgh Penguins,2,New York Rangers,2,NaN,NaN,OT,0
1986-12-01,Washington Capitals,2,Montreal Canadiens,1,NaN,NaN,OT,0
1986-12-01,Hartford Whalers,1,Quebec Nordiques,4,NaN,NaN,NaN,0
1986-12-02,Minnesota North Stars,5,Buffalo Sabres,4,NaN,NaN,NaN,0
1986-12-02,New York Islanders,3,Calgary Flames,3,NaN,NaN,OT,0
1986-12-02,Detroit Red Wings,4,Los Angeles Kings,5,NaN,NaN,NaN,0
1986-12-02,New York Rangers,5,New Jersey Devils,8,NaN,NaN,NaN,0
1986-12-02,St. Louis Blues,1,Philadelphia Flyers,7,NaN,NaN,NaN,0
1986-12-02,Chicago Blackhawks,4,Vancouver Canucks,2,NaN,NaN,NaN,0
1986-12-03,New York Islanders,1,Edmonton Oilers,7,NaN,NaN,NaN,0
1986-12-03,Quebec Nordiques,1,Hartford Whalers,2,NaN,NaN,NaN,0
1986-12-03,St. Louis Blues,3,Montreal Canadiens,4,NaN,NaN,OT,0
1986-12-03,Washington Capitals,3,Winnipeg Jets,3,NaN,NaN,OT,0
1986-12-04,Quebec Nordiques,2,Boston Bruins,3,NaN,NaN,NaN,0
1986-12-04,Chicago Blackhawks,1,Calgary Flames,4,NaN,NaN,NaN,0
1986-12-04,Toronto Maple Leafs,3,Los Angeles Kings,4,NaN,NaN,NaN,0
1986-12-04,Minnesota North Stars,5,New Jersey Devils,3,NaN,NaN,NaN,0
1986-12-04,Hartford Whalers,2,Philadelphia Flyers,1,NaN,NaN,NaN,0
1986-12-05,St. Louis Blues,6,Buffalo Sabres,5,NaN,NaN,NaN,0
1986-12-05,Montreal Canadiens,3,Detroit Red Wings,3,NaN,NaN,OT,0
1986-12-05,Edmonton Oilers,4,Pittsburgh Penguins,2,NaN,NaN,NaN,0
1986-12-05,New York Islanders,4,Vancouver Canucks,3,NaN,NaN,NaN,0
1986-12-05,New York Rangers,6,Winnipeg Jets,3,NaN,NaN,NaN,0
1986-12-06,Philadelphia Flyers,0,Boston Bruins,5,NaN,NaN,NaN,0
1986-12-06,Detroit Red Wings,4,Hartford Whalers,1,NaN,NaN,NaN,0
1986-12-06,Chicago Blackhawks,2,Los Angeles Kings,7,NaN,NaN,NaN,0
1986-12-06,Buffalo Sabres,3,New Jersey Devils,4,NaN,NaN,NaN,0
1986-12-06,Minnesota North Stars,2,Pittsburgh Penguins,5,NaN,NaN,NaN,0
1986-12-06,Calgary Flames,3,Quebec Nordiques,2,NaN,NaN,NaN,0
1986-12-06,Montreal Canadiens,1,Washington Capitals,3,NaN,NaN,NaN,0
1986-12-07,New York Islanders,1,Boston Bruins,3,NaN,NaN,NaN,0
1986-12-07,Edmonton Oilers,2,Philadelphia Flyers,5,NaN,NaN,NaN,0
1986-12-07,Toronto Maple Leafs,3,St. Louis Blues,5,NaN,NaN,NaN,0
1986-12-07,Vancouver Canucks,3,Winnipeg Jets,1,NaN,NaN,NaN,0
1986-12-08,Calgary Flames,3,Montreal Canadiens,5,NaN,NaN,NaN,0
1986-12-09,Buffalo Sabres,5,Detroit Red Wings,5,NaN,NaN,OT,0
1986-12-09,Edmonton Oilers,3,Minnesota North Stars,2,NaN,NaN,NaN,0
1986-12-09,Los Angeles Kings,7,New York Islanders,2,NaN,NaN,NaN,0
1986-12-09,Vancouver Canucks,3,Philadelphia Flyers,6,NaN,NaN,NaN,0
1986-12-09,St. Louis Blues,4,Quebec Nordiques,1,NaN,NaN,NaN,0
1986-12-09,New Jersey Devils,2,Washington Capitals,4,NaN,NaN,NaN,0
1986-12-10,Buffalo Sabres,3,Chicago Blackhawks,6,NaN,NaN,NaN,0
1986-12-10,St. Louis Blues,2,Hartford Whalers,6,NaN,NaN,NaN,0
1986-12-10,Los Angeles Kings,4,New York Rangers,5,NaN,NaN,NaN,0
1986-12-10,Calgary Flames,6,Pittsburgh Penguins,4,NaN,NaN,NaN,0
1986-12-10,Washington Capitals,2,Toronto Maple Leafs,8,NaN,NaN,NaN,0
1986-12-10,Edmonton Oilers,7,Winnipeg Jets,4,NaN,NaN,NaN,0
1986-12-11,Vancouver Canucks,2,Boston Bruins,4,NaN,NaN,NaN,0
1986-12-11,Minnesota North Stars,6,Detroit Red Wings,6,NaN,NaN,OT,0
1986-12-11,New York Rangers,2,Montreal Canadiens,6,NaN,NaN,NaN,0
1986-12-11,New York Islanders,8,New Jersey Devils,4,NaN,NaN,NaN,0
1986-12-11,Calgary Flames,3,Philadelphia Flyers,5,NaN,NaN,NaN,0
1986-12-12,Winnipeg Jets,1,Edmonton Oilers,6,NaN,NaN,NaN,0
1986-12-12,Toronto Maple Leafs,3,Pittsburgh Penguins,8,NaN,NaN,NaN,0
1986-12-13,Vancouver Canucks,2,Hartford Whalers,2,NaN,NaN,OT,0
1986-12-13,Calgary Flames,6,Los Angeles Kings,3,NaN,NaN,NaN,0
1986-12-13,Philadelphia Flyers,4,Minnesota North Stars,5,NaN,NaN,NaN,0
1986-12-13,Boston Bruins,4,Montreal Canadiens,2,NaN,NaN,NaN,0
1986-12-13,New Jersey Devils,2,New York Islanders,4,NaN,NaN,NaN,0
1986-12-13,Buffalo Sabres,0,Quebec Nordiques,7,NaN,NaN,NaN,0
1986-12-13,Chicago Blackhawks,4,St. Louis Blues,4,NaN,NaN,OT,0
1986-12-13,Pittsburgh Penguins,2,Toronto Maple Leafs,3,NaN,NaN,OT,0
1986-12-14,Hartford Whalers,3,Buffalo Sabres,4,NaN,NaN,NaN,0
1986-12-14,Vancouver Canucks,7,Chicago Blackhawks,3,NaN,NaN,NaN,0
1986-12-14,Edmonton Oilers,4,Los Angeles Kings,2,NaN,NaN,NaN,0
1986-12-14,Montreal Canadiens,2,New Jersey Devils,4,NaN,NaN,NaN,0
1986-12-14,Boston Bruins,6,Quebec Nordiques,2,NaN,NaN,NaN,0
1986-12-14,Philadelphia Flyers,4,Winnipeg Jets,1,NaN,NaN,NaN,0
