game_date,visitor_team,visitor_goals,home_team,home_goals,attendance,game_lenght,game_decided,seasonality
2009-10-01,Washington Capitals,4,Boston Bruins,1,"17,565",NaN,NaN,0
2009-10-01,Vancouver Canucks,3,Calgary Flames,5,"19,289",NaN,NaN,0
2009-10-01,San Jose Sharks,2,Colorado Avalanche,5,"18,007",NaN,NaN,0
2009-10-01,Montreal Canadiens,4,Toronto Maple Leafs,3,"19,617",NaN,OT,0
2009-10-02,Philadelphia Flyers,2,Carolina Hurricanes,0,"18,680",NaN,NaN,0
2009-10-02,Florida Panthers,4,Chicago Blackhawks,3,"12,056",NaN,SO,0
2009-10-02,St. Louis Blues,4,Detroit Red Wings,3,"13,850",NaN,NaN,0
2009-10-02,New York Rangers,2,Pittsburgh Penguins,3,"17,132",NaN,NaN,0
2009-10-03,San Jose Sharks,4,Anaheim Ducks,1,"17,281",NaN,NaN,0
2009-10-03,Tampa Bay Lightning,3,Atlanta Thrashers,6,"18,545",NaN,NaN,0
2009-10-03,Carolina Hurricanes,2,Boston Bruins,7,"16,592",NaN,NaN,0
2009-10-03,Montreal Canadiens,2,Buffalo Sabres,1,"18,690",NaN,OT,0
2009-10-03,Minnesota Wild,1,Columbus Blue Jackets,2,"18,159",NaN,NaN,0
2009-10-03,Vancouver Canucks,0,Colorado Avalanche,3,"13,416",NaN,NaN,0
2009-10-03,Nashville Predators,3,Dallas Stars,2,"18,532",NaN,SO,0
2009-10-03,Calgary Flames,4,Edmonton Oilers,3,"16,839",NaN,NaN,0
2009-10-03,Chicago Blackhawks,4,Florida Panthers,0,"11,526",NaN,NaN,0
2009-10-03,Phoenix Coyotes,6,Los Angeles Kings,3,"18,118",NaN,NaN,0
2009-10-03,Philadelphia Flyers,5,New Jersey Devils,2,"17,625",NaN,NaN,0
2009-10-03,Pittsburgh Penguins,4,New York Islanders,3,"16,234",NaN,SO,0
2009-10-03,Ottawa Senators,2,New York Rangers,5,"18,200",NaN,NaN,0
2009-10-03,Detroit Red Wings,3,St. Louis Blues,5,"13,850",NaN,NaN,0
2009-10-03,Toronto Maple Leafs,4,Washington Capitals,6,"18,277",NaN,NaN,0
2009-10-05,New York Rangers,3,New Jersey Devils,2,"17,625",NaN,NaN,0
2009-10-05,Columbus Blue Jackets,5,Vancouver Canucks,3,"18,810",NaN,NaN,0
2009-10-06,Tampa Bay Lightning,1,Carolina Hurricanes,2,"16,186",NaN,SO,0
2009-10-06,Montreal Canadiens,3,Calgary Flames,4,"19,289",NaN,NaN,0
2009-10-06,Dallas Stars,4,Edmonton Oilers,5,"16,839",NaN,SO,0
2009-10-06,San Jose Sharks,4,Los Angeles Kings,6,"15,035",NaN,NaN,0
2009-10-06,Anaheim Ducks,3,Minnesota Wild,4,"18,256",NaN,OT,0
2009-10-06,Washington Capitals,5,Philadelphia Flyers,6,"19,567",NaN,OT,0
2009-10-06,Ottawa Senators,2,Toronto Maple Leafs,1,"18,830",NaN,NaN,0
2009-10-07,Phoenix Coyotes,3,Pittsburgh Penguins,0,"16,975",NaN,NaN,0
2009-10-07,Montreal Canadiens,1,Vancouver Canucks,7,"18,810",NaN,NaN,0
2009-10-08,Anaheim Ducks,6,Boston Bruins,1,"16,158",NaN,NaN,0
2009-10-08,Phoenix Coyotes,1,Buffalo Sabres,2,"18,690",NaN,NaN,0
2009-10-08,Chicago Blackhawks,2,Detroit Red Wings,3,"20,066",NaN,NaN,0
2009-10-08,Calgary Flames,4,Edmonton Oilers,3,"16,839",NaN,SO,0
2009-10-08,Minnesota Wild,3,Los Angeles Kings,6,"14,995",NaN,NaN,0
2009-10-08,Colorado Avalanche,2,Nashville Predators,3,"14,797",NaN,NaN,0
2009-10-08,New York Islanders,2,Ottawa Senators,3,"18,075",NaN,OT,0
2009-10-08,Pittsburgh Penguins,5,Philadelphia Flyers,4,"19,611",NaN,NaN,0
2009-10-08,Columbus Blue Jackets,3,San Jose Sharks,6,"17,562",NaN,NaN,0
2009-10-08,Atlanta Thrashers,4,St. Louis Blues,2,"19,150",NaN,NaN,0
2009-10-08,New Jersey Devils,4,Tampa Bay Lightning,3,"17,454",NaN,SO,0
2009-10-08,New York Rangers,4,Washington Capitals,3,"18,277",NaN,NaN,0
2009-10-09,Florida Panthers,2,Carolina Hurricanes,7,"13,597",NaN,NaN,0
2009-10-09,Dallas Stars,5,Calgary Flames,2,"19,289",NaN,NaN,0
2009-10-10,New York Islanders,3,Boston Bruins,4,"17,113",NaN,SO,0
2009-10-10,Colorado Avalanche,3,Chicago Blackhawks,4,"20,655",NaN,SO,0
2009-10-10,Washington Capitals,2,Detroit Red Wings,3,"19,122",NaN,NaN,0
2009-10-10,Montreal Canadiens,2,Edmonton Oilers,3,"16,839",NaN,NaN,0
2009-10-10,New Jersey Devils,3,Florida Panthers,2,"18,802",NaN,NaN,0
2009-10-10,Buffalo Sabres,1,Nashville Predators,0,"14,209",NaN,NaN,0
2009-10-10,Atlanta Thrashers,2,Ottawa Senators,4,"19,360",NaN,NaN,0
2009-10-10,Anaheim Ducks,3,Philadelphia Flyers,2,"19,603",NaN,SO,0
2009-10-10,Columbus Blue Jackets,2,Phoenix Coyotes,0,"17,532",NaN,NaN,0
2009-10-10,Minnesota Wild,2,San Jose Sharks,4,"17,562",NaN,NaN,0
2009-10-10,Los Angeles Kings,2,St. Louis Blues,1,"19,150",NaN,NaN,0
2009-10-10,Carolina Hurricanes,2,Tampa Bay Lightning,5,"14,212",NaN,NaN,0
2009-10-10,Pittsburgh Penguins,5,Toronto Maple Leafs,2,"19,374",NaN,NaN,0
2009-10-11,Anaheim Ducks,0,New York Rangers,3,"18,200",NaN,NaN,0
2009-10-11,Dallas Stars,3,Vancouver Canucks,4,"18,810",NaN,SO,0
2009-10-12,Colorado Avalanche,4,Boston Bruins,3,"16,393",NaN,NaN,0
2009-10-12,Calgary Flames,5,Chicago Blackhawks,6,"20,074",NaN,OT,0
2009-10-12,Edmonton Oilers,6,Nashville Predators,1,"12,179",NaN,NaN,0
2009-10-12,Los Angeles Kings,2,New York Islanders,1,"12,145",NaN,NaN,0
2009-10-12,Toronto Maple Leafs,2,New York Rangers,7,"18,200",NaN,NaN,0
2009-10-12,Pittsburgh Penguins,4,Ottawa Senators,1,"17,014",NaN,NaN,0
2009-10-12,Phoenix Coyotes,1,San Jose Sharks,0,"17,562",NaN,SO,0
2009-10-12,Florida Panthers,2,Tampa Bay Lightning,3,"14,126",NaN,NaN,0
2009-10-12,New Jersey Devils,3,Washington Capitals,2,"18,277",NaN,SO,0
2009-10-13,Detroit Red Wings,2,Buffalo Sabres,6,"17,459",NaN,NaN,0
2009-10-13,Calgary Flames,1,Columbus Blue Jackets,2,"13,280",NaN,NaN,0
2009-10-13,Colorado Avalanche,4,Toronto Maple Leafs,1,"19,148",NaN,NaN,0
2009-10-14,Minnesota Wild,2,Anaheim Ducks,3,"15,111",NaN,NaN,0
2009-10-14,Pittsburgh Penguins,3,Carolina Hurricanes,2,"14,053",NaN,SO,0
2009-10-14,Edmonton Oilers,3,Chicago Blackhawks,4,"20,124",NaN,NaN,0
2009-10-14,Nashville Predators,0,Dallas Stars,6,"16,365",NaN,NaN,0
2009-10-14,Los Angeles Kings,2,New York Rangers,4,"18,200",NaN,NaN,0
2009-10-15,Los Angeles Kings,2,Detroit Red Wings,5,"17,782",NaN,NaN,0
2009-10-15,Colorado Avalanche,3,Montreal Canadiens,2,"21,273",NaN,NaN,0
2009-10-15,Chicago Blackhawks,3,Nashville Predators,1,"13,103",NaN,NaN,0
2009-10-15,Tampa Bay Lightning,1,Ottawa Senators,7,"17,732",NaN,NaN,0
2009-10-15,St. Louis Blues,2,Phoenix Coyotes,3,"6,899",NaN,OT,0
2009-10-15,San Jose Sharks,1,Washington Capitals,4,"18,277",NaN,NaN,0
2009-10-16,New York Islanders,3,Buffalo Sabres,6,"18,690",NaN,NaN,0
2009-10-16,Vancouver Canucks,3,Calgary Flames,5,"19,289",NaN,NaN,0
2009-10-16,Boston Bruins,3,Dallas Stars,0,"17,811",NaN,NaN,0
2009-10-16,Minnesota Wild,2,Edmonton Oilers,5,"16,839",NaN,NaN,0
2009-10-16,Philadelphia Flyers,2,Florida Panthers,4,"15,557",NaN,NaN,0
2009-10-16,Atlanta Thrashers,4,New Jersey Devils,2,"14,187",NaN,NaN,0
2009-10-17,St. Louis Blues,5,Anaheim Ducks,0,"14,902",NaN,NaN,0
2009-10-17,Atlanta Thrashers,4,Buffalo Sabres,2,"18,690",NaN,NaN,0
2009-10-17,Los Angeles Kings,1,Columbus Blue Jackets,4,"15,251",NaN,NaN,0
2009-10-17,Dallas Stars,4,Chicago Blackhawks,3,"20,424",NaN,NaN,0
2009-10-17,Colorado Avalanche,4,Detroit Red Wings,3,"19,763",NaN,SO,0
2009-10-17,Ottawa Senators,3,Montreal Canadiens,1,"21,273",NaN,NaN,0
2009-10-17,Carolina Hurricanes,0,New Jersey Devils,2,"15,021",NaN,NaN,0
2009-10-17,San Jose Sharks,4,New York Islanders,1,"11,287",NaN,NaN,0
2009-10-17,Boston Bruins,1,Phoenix Coyotes,4,"9,162",NaN,NaN,0
2009-10-17,Tampa Bay Lightning,1,Pittsburgh Penguins,4,"17,132",NaN,NaN,0
2009-10-17,New York Rangers,4,Toronto Maple Leafs,1,"19,295",NaN,NaN,0
2009-10-17,Minnesota Wild,1,Vancouver Canucks,2,"18,810",NaN,NaN,0
2009-10-17,Nashville Predators,2,Washington Capitals,3,"18,277",NaN,SO,0
2009-10-19,Los Angeles Kings,4,Dallas Stars,1,"16,210",NaN,NaN,0
2009-10-19,Vancouver Canucks,1,Edmonton Oilers,2,"16,839",NaN,NaN,0
2009-10-19,San Jose Sharks,7,New York Rangers,3,"18,200",NaN,NaN,0
2009-10-20,Columbus Blue Jackets,3,Calgary Flames,6,"19,289",NaN,NaN,0
2009-10-20,Atlanta Thrashers,1,Montreal Canadiens,2,"21,273",NaN,SO,0
2009-10-20,St. Louis Blues,1,Pittsburgh Penguins,5,"17,132",NaN,NaN,0
2009-10-21,Dallas Stars,4,Anaheim Ducks,2,"14,503",NaN,NaN,0
2009-10-21,Nashville Predators,2,Boston Bruins,3,"16,715",NaN,NaN,0
2009-10-21,Vancouver Canucks,3,Chicago Blackhawks,2,"20,077",NaN,NaN,0
2009-10-21,Buffalo Sabres,5,Florida Panthers,2,"12,607",NaN,NaN,0
2009-10-21,Colorado Avalanche,2,Minnesota Wild,3,"18,175",NaN,SO,0
2009-10-21,Carolina Hurricanes,3,New York Islanders,4,"9,122",NaN,SO,0
2009-10-22,Washington Capitals,5,Atlanta Thrashers,4,"13,192",NaN,NaN,0
2009-10-22,Columbus Blue Jackets,4,Edmonton Oilers,6,"16,839",NaN,NaN,0
2009-10-22,Dallas Stars,4,Los Angeles Kings,5,"15,025",NaN,OT,0
2009-10-22,New York Islanders,1,Montreal Canadiens,5,"21,273",NaN,NaN,0
2009-10-22,New Jersey Devils,4,New York Rangers,2,"18,200",NaN,NaN,0
2009-10-22,Nashville Predators,6,Ottawa Senators,5,"18,970",NaN,OT,0
2009-10-22,Boston Bruins,3,Philadelphia Flyers,4,"19,303",NaN,SO,0
2009-10-22,Detroit Red Wings,2,Phoenix Coyotes,3,"11,938",NaN,OT,0
2009-10-22,San Jose Sharks,2,Tampa Bay Lightning,5,"13,343",NaN,NaN,0
2009-10-23,Carolina Hurricanes,4,Colorado Avalanche,5,"13,673",NaN,NaN,0
2009-10-23,Florida Panthers,2,Pittsburgh Penguins,3,"16,971",NaN,SO,0
2009-10-23,Minnesota Wild,1,St. Louis Blues,3,"19,150",NaN,NaN,0
2009-10-24,Columbus Blue Jackets,6,Anaheim Ducks,4,"14,468",NaN,NaN,0
